osm_id,osm_way_id,name,type,aeroway,amenity,admin_leve,barrier,boundary,building,craft,geological,historic,land_area,landuse,leisure,man_made,military,natural,office,place,shop,sport,tourism,other_tags
"536780",,Singapore,boundary,,,"2",,administrative,,,,,,,,,,,,,,,,"""ISO3166-1""=>""SG"",""ISO3166-1:alpha2""=>""SG"",""ISO3166-1:alpha3""=>""SGP"",""ISO3166-1:numeric""=>""702"",""alt_name:cy""=>""Singapore"",""alt_name:ha""=>""Singapur"",""alt_name:ig""=>""Singapore"",""alt_name:sd""=>""???????"",""border_type""=>""nation"",""driving_side""=>""left"",""flag"""
"1362701",,,multipolygon,,parking,,,,garage,,,,,,,,,,,,,,,"""access""=>""private"",""building:levels""=>""3"",""fee""=>""yes"",""parking""=>""multi-storey"",""surface""=>""concrete"""
"1675927",,,multipolygon,,,,,,yes,,,,,,,,,,,,,,,
"1769123",,Singapore Island,multipolygon,,,,,,,,,,,,,,,,,island,,,,"""alt_name""=>""Pulau Ujong;Pulau Ujung;Singapore Island;Singapura"",""alt_name:ta""=>""????? ????;??????????? ????"",""alt_name:zh""=>""新加坡岛"",""int_name""=>""Singapore"",""name:ace""=>""Singapura"",""name:af""=>""Singapoer"",""name:als""=>""Singapur"",""name:am""=>""?????"",""name"
"2107430",,,multipolygon,,,,,,commercial,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""151"",""addr:postcode""=>""570151"",""addr:street""=>""Bishan Street 11"",""building:levels""=>""4"",""roof:material""=>""roof_tiles"""
"2166222",,,multipolygon,,,,,,yes,,,,,,,,,,,,,,,
"2239772",,,multipolygon,,,,,,,,,,,forest,,,,,,,,,,
"2303410",,,multipolygon,,,,,,yes,,,,,,,,,,government,,,,,"""building:levels""=>""6"",""government""=>""ministry"""
"2303411",,Tan Tock Seng Hospital,multipolygon,,hospital,,,,hospital,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""11"",""addr:postcode""=>""308433"",""addr:street""=>""Jalan Tan Tock Seng"",""email""=>""contact@ttsh.com.sg"",""emergency""=>""yes"",""healthcare""=>""hospital"",""height""=>""0"",""layer""=>""1"",""name:en""=>""Tan To"
"2303412",,Elections Department Singapore,multipolygon,,,,,,office,,,,,,,,,,,,,,,"""building:1992-2017""=>""school"",""name:1992-2017""=>""Balestier Hill Secondary School"""
"2303413",,,multipolygon,,,,,,yes,,,,,,,,,,,,,,,
"2303556",,,multipolygon,,place_of_worship,,,,church,,,,,,,,,,,,,,,"""religion""=>""christian"""
"2303570",,,multipolygon,,,,,,hospital,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""13"",""addr:street""=>""Jalan Tan Tock Seng"",""building:levels""=>""4"""
"2920105",,Raffles Institution,multipolygon,,college,,,,,,,,,,,,,,,,,,,"""addr:housenumber""=>""1"",""addr:postcode""=>""565954"",""addr:street""=>""Raffles Institution Lane"",""internet_access""=>""wlan"",""internet_access:ssid""=>""RI_WILAN"",""name:ms""=>""Institusi Raffles"",""name:zh""=>""莱佛士书院"",""website""=>""https://www.ri.edu.sg/"""
"3112641",,,multipolygon,,,,,,yes,,,,,,,,,,,,,,,
"3495983",,,multipolygon,,,,,,yes,,,,,,,,,,,,,,,
"3495985",,,multipolygon,,,,,,yes,,,,,,,,,,,,,,,
"3504662",,,multipolygon,,,,,,kindergarten,,,,,,,,,,,,,,,"""building:levels""=>""1"""
"3627398",,Khoo Teck Puat Building,multipolygon,,,,,,yes,,,,,,,,,,,,,,,"""layer""=>""1"""
"3627399",,,multipolygon,,,,,,school,,,,,,,,,,,,,,,
"3831712",,Central Singapore Community Development Council,boundary,,,,,political,,,,,,,,,,,,,,,,"""ISO3166-2""=>""SG-01"",""name:en""=>""Central Singapore Community Development Council"",""name:zh""=>""中区"",""political_division""=>""SG:CDC"",""short_name""=>""Central Singapore CDC"",""wikidata""=>""Q2544592"",""wikipedia""=>""en:Central Singapore Community Development Counc"
"3831713",,North East Community Development Council,boundary,,,,,political,,,,,,,,,,,,,,,,"""ISO3166-2""=>""SG-02"",""description""=>""As of GE2025, the North East district consists of the following constituencies: Aljunied GRC, Pasir Ris-Changi GRC, Punggol GRC, Sengkang GRC, Tampines GRC, Hougang SMC and Tampines Changkat SMC"",""name:en""=>""North Eas"
"3831715",,South East Community Development Council,boundary,,,,,political,,,,,,,,,,,,,,,,"""ISO3166-2""=>""SG-04"",""name:en""=>""South East Community Development Council"",""name:zh""=>""东南区"",""political_division""=>""SG:CDC"",""short_name""=>""South East CDC"",""wikidata""=>""Q1687545"",""wikipedia""=>""en:South East Community Development Council"""
"3885325",,,multipolygon,,,,,,school,,,,,,,,,,,,,,,
"3885333",,,multipolygon,,,,,,yes,,,,,,,,,,,,,,,
"3885372",,,multipolygon,,,,,,yes,,,,,,,,,,,,,,,
"3885383",,,multipolygon,,,,,,school,,,,,,,,,,,,,,,
"3885396",,ACS Oldham Hall,multipolygon,,,,,,dormitory,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:housenumber""=>""80"",""addr:postcode""=>""309937"",""addr:street""=>""Barker Road"",""building:levels""=>""6"",""email""=>""enquiries@oldhamhall.org"",""phone""=>""+65 62528513"",""roof:colour""=>""red"",""website""=>""https://www.oldhamhall.org/"""
"3885407",,,multipolygon,,,,,,yes,,,,,,,,,,,,,,,
"3885441",,,multipolygon,,,,,,school,,,,,,,,,,,,,,,
"3899833",,,multipolygon,,,,,,school,,,,,,,,,,,,,,,
"3899851",,,multipolygon,,,,,,school,,,,,,,,,,,,,,,
"3926559",,,multipolygon,,,,,,yes,,,,,,,,,,,,,,,
"4193834",,,multipolygon,,,,,,stable,,,,,,,,,,,,,,,
"4424299",,,multipolygon,,,,,,yes,,,,,,,,,,,,,,,
"4424300",,,multipolygon,,,,,,yes,,,,,,,,,,,,,,,
"4569326",,MacRitchie Reservoir,multipolygon,,,,,,,,,,,,,,,water,,,,,,"""name:ms""=>""Kolam Air MacRitchie"",""name:ta""=>""?????????? ?????????????"",""name:zh""=>""麦里芝蓄水池"",""water""=>""reservoir"",""wikidata""=>""Q7331703"",""wikipedia""=>""en:MacRitchie Reservoir"""
"4570224",,,multipolygon,,,,,,,,,,,forest,,,,,,,,,,
"5668137",,Bukit Brown Municipal Cemetery,multipolygon,,,,,,,,,,,cemetery,,,,wood,,,,,,"""name:zh""=>""武吉布朗市政公墓"",""religion""=>""chinese_folk"",""website""=>""https://en.wikipedia.org/wiki/Former_cemeteries_in_Singapore#Bukit_Brown_Cemetery"",""wikipedia""=>""en:Former cemeteries in Singapore#Bukit Brown Cemetery"""
"6218140",,,multipolygon,,,,,,school,,,,,,,,,,,,,,,
"6533463",,,multipolygon,,,,,,school,,,,,,,,,,,,,,,
"6701155",,,multipolygon,,,,,,yes,,,,,,,,,,,,,,,
"6712072",,,multipolygon,,,,,,detached,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"""
"6712321",,,multipolygon,,,,,,school,,,,,,,,,,,,,,,
"6717275",,,multipolygon,,,,,,yes,,,,,,,,,,,,,,,
"6717303",,,multipolygon,,,,,,yes,,,,,,,,,,,,,,,
"6717474",,,multipolygon,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""8"",""addr:street""=>""Bukit Tunggal Road"",""building:levels""=>""2"",""roof:levels""=>""1"",""roof:shape""=>""hipped"""
"6719466",,St Andrew’s Hall,multipolygon,,,,,,dormitory,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:housenumber""=>""1"",""addr:postcode""=>""357689"",""addr:street""=>""Sorby Adams Drive"",""alt_name""=>""SA Hall"",""building:levels""=>""12"""
"6728803",,,multipolygon,,,,,,yes,,,,,,,,,,,,,,,"""roof:colour""=>""#3A3435"""
"6728823",,,multipolygon,,,,,,school,,,,,,,,,,,,,,,
"6728862",,,multipolygon,,,,,,school,,,,,,,,,,,,,,,
"6730884",,,multipolygon,,,,,,commercial,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""150A"",""addr:postcode""=>""571150"",""addr:street""=>""Bishan Street 11"",""building:levels""=>""4"",""commercial""=>""HDB"",""roof:material""=>""roof_tiles"""
"6730885",,,multipolygon,,,,,,commercial,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""150"",""addr:postcode""=>""570150"",""addr:street""=>""Bishan Street 11"",""building:levels""=>""4"",""commercial""=>""HDB"",""roof:material""=>""roof_tiles"""
"7069874",,,multipolygon,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""87"",""addr:street""=>""Taman Permata"""
"7097486",,Madrasah Al-Irsyad Al-Islamiah,multipolygon,,,,,,yes,,,,,,,,,,,,,,,
"7097682",,Mun Hean Industrial Building,multipolygon,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:housenumber""=>""55"",""addr:postcode""=>""328823"",""addr:street""=>""Kim Keat Road"",""building:levels""=>""4"""
"7675181",,,multipolygon,,,,,,,,,,,,track,,,,,,,,,"""lanes""=>""8"""
"7767701",,,multipolygon,,,,,,yes,,,,,,,,,,,,,,,
"7769449",,,multipolygon,,,,,,yes,,,,,,,,,,,,,,,
"7770032",,,multipolygon,,,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:housenumber""=>""176"",""addr:street""=>""Sin Ming Drive"""
"7770060",,,multipolygon,,,,,,yes,,,,,,,,,,,,,,,"""addr:street""=>""Sin Ming Drive"",""building:levels""=>""8"""
"7900961",,,multipolygon,,,,,,school,,,,,,,,,,,,,,,
"8347882",,,multipolygon,,,,,,yes,,,,,,,,,,,,,,,
"8349913",,,multipolygon,,,,,,,,,,,,,,,,,,,,,"""building:part""=>""roof"""
"8350576",,Poolside Gazebos,multipolygon,,shelter,,,,yes,,,,,,,,,,,,,,,
"8350580",,Island Lounges,multipolygon,,,,,,,,,,,,sports_centre,,,,,,,swimming,,
"8406991",,,multipolygon,,,,,,yes,,,,,recreation_ground,,,,,,,,,,
"9343232",,,multipolygon,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""parking""=>""surface"""
"9490864",,,multipolygon,,,,,,residential,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housename""=>""Euro-Asia Park"",""addr:housenumber""=>""21"",""addr:postcode""=>""357920"",""addr:street""=>""Woodleigh Close"",""height""=>""0"",""residential""=>""condominium"""
"9627242",,,multipolygon,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""7"",""addr:street""=>""Bright Hill Drive"""
"9627243",,,multipolygon,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""7"",""addr:street""=>""Bright Hill Drive"""
"9725926",,,multipolygon,,,,,,school,,,,,,,,,,,,,,,"""building:levels""=>""5"""
"9729068",,,multipolygon,,,,,,residential,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housename""=>""The Aberdeen"",""addr:housenumber""=>""2"",""addr:postcode""=>""329023"",""addr:street""=>""Jalan Taman"",""building:levels""=>""12"",""residential""=>""condominium"""
"9729073",,,multipolygon,,,,,,yes,,,,,,,,,,,,,,,
"9952228",,,multipolygon,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""landed"""
"9952229",,,multipolygon,,,,,,,,,,,grass,,,,,,,,,,
"9952232",,,multipolygon,,,,,,,,,,,residential,,,,,,,,,,
"9952233",,,multipolygon,,,,,,,,,,,grass,,,,,,,,,,
"10628184",,,multipolygon,,parking,,,,garage,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""265"",""addr:neighbourhood""=>""Kim Keat Beacon"",""addr:postcode""=>""310265"",""addr:street""=>""Kim Keat Avenue"",""building:levels""=>""4"",""parking""=>""multi-storey"",""roof:material""=>""grass"""
"10628185",,,multipolygon,,parking,,,,garage,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""260"",""addr:postcode""=>""310260"",""addr:street""=>""Kim Keat Avenue"",""building:levels""=>""4"",""parking""=>""multi-storey"""
"10685175",,Department of Clinical Epidemiology,multipolygon,,,,,,hospital,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""142"",""addr:postcode""=>""308087"",""addr:street""=>""Moulmein Road"",""alt_name""=>""Contact Clinic"",""building:levels""=>""2"""
"10734726",,,multipolygon,,,,,,,,,,,,,,,,,,,,,"""building:colour""=>""#6696BE"",""building:levels""=>""12"",""building:material""=>""glass"",""building:min_level""=>""8"",""building:part""=>""yes"",""roof:colour""=>""#5E5955"",""roof:material""=>""concrete"""
"10734727",,Internal Security Department,multipolygon,,police,,,,office,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""30"",""addr:postcode""=>""329561"",""addr:street""=>""Irrawaddy Road"",""height""=>""0"",""name:en""=>""Internal Security Department"",""name:ms""=>""Jabatan Keselamatan Dalam Negeri"",""short_name""=>""ISD"",""wi"
"10736528",,,multipolygon,,,,,,,,,,,,,,,,,,,,,"""building:colour""=>""#FF9651"",""building:levels""=>""3"",""building:material""=>""metal"",""building:part""=>""yes"",""roof:colour""=>""#7C8072"",""roof:material""=>""concrete"""
"11033335",,Tanjong Pagar GRC,multipolygon,,,,,political,,,,,,,,,,,,,,,,"""name:en""=>""Tanjong Pagar GRC"",""name:zh""=>""丹戎巴葛"",""political_division""=>""SG:GRC"",""wikidata""=>""Q7683389"""
"11033337",,Marine Parade-Braddell Heights GRC,multipolygon,,,,,political,,,,,,,,,,,,,,,,"""name:en""=>""Marine Parade-Braddell Heights GRC"",""name:zh""=>""马林百列–布莱德岭集选区"",""political_division""=>""SG:GRC"",""wikidata""=>""Q133539811"""
"11033339",,Potong Pasir SMC,multipolygon,,,,,political,,,,,,,,,,,,,,,,"""name:en""=>""Potong Pasir SMC"",""name:zh""=>""波东巴西单选区"",""political_division""=>""SG:SMC"",""wikidata""=>""Q7235102"""
"11033340",,Marymount SMC,multipolygon,,,,,political,,,,,,,,,,,,,,,,"""name:en""=>""Marymount SMC"",""name:zh""=>""玛丽蒙单选区"",""political_division""=>""SG:SMC"",""wikidata""=>""Q96392183"""
"11033341",,Bishan-Toa Payoh GRC,multipolygon,,,,,political,,,,,,,,,,,,,,,,"""name:en""=>""Bishan-Toa Payoh GRC"",""name:zh""=>""碧山–大巴窑集选区"",""name:zh-Hans""=>""碧山–大巴窑集选区"",""name:zh-Hant""=>""碧山–大巴窯集選區"",""political_division""=>""SG:GRC"",""wikidata""=>""Q4917324"""
"11033355",,Aljunied GRC,multipolygon,,,,,political,,,,,,,,,,,,,,,,"""name:en""=>""Aljunied GRC"",""name:zh""=>""阿裕尼集选区"",""political_division""=>""SG:GRC"",""wikidata""=>""Q4727606"""
"11033360",,Ang Mo Kio GRC,multipolygon,,,,,political,,,,,,,,,,,,,,,,"""name:en""=>""Ang Mo Kio GRC"",""name:zh""=>""宏茂桥集选区"",""political_division""=>""SG:GRC"",""wikidata""=>""Q4761849"""
"11033364",,Jalan Besar GRC,multipolygon,,,,,political,,,,,,,,,,,,,,,,"""name:en""=>""Jalan Besar GRC"",""name:zh""=>""惹兰勿刹集选区"",""political_division""=>""SG:GRC"",""wikidata""=>""Q16926757"""
"11199549",,,multipolygon,,parking,,,,garage,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""190"",""addr:street""=>""Lorong 6 Toa Payoh"",""building:levels""=>""4"",""parking""=>""multi-storey"",""ref""=>""TP61"""
"11230756",,Good Shepherd Place,multipolygon,,,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:housenumber""=>""9"",""addr:postcode""=>""319253"",""addr:street""=>""Lorong 8 Toa Payoh"",""website""=>""https://www.marymountctr.org.sg/index.html"""
"12497711",,,multipolygon,,,,,,,,,,,,,,,water,,,,,,"""water""=>""river"""
"12497712",,Kallang Park Connector,multipolygon,,,,,,,,,,,,park,,,,,,,,,"""name:ms""=>""Penghubung Taman Kallang"",""name:zh""=>""加冷公园连道"",""surface""=>""grass"""
"13159917",,,multipolygon,,,,,,parking,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:housenumber""=>""233"",""addr:postcode""=>""361233"",""addr:street""=>""Upper Aljunied Road"",""building:levels""=>""6"",""height""=>""33.15"",""roof:cover:material""=>""vegetative"",""roof:levels""=>""1"",""roof:material""=>""grass"",""roof:shape""=>""flat"
"13463678",,Central Catchment Nature Reserve,multipolygon,,,,,,,,,,,,nature_reserve,,,,,,,,,"""name:ms""=>""Hutan Simpanan Tadahan Air Bahagian Tengah"",""name:zh""=>""中央集水区自然保护区"",""wikimedia_commons""=>""Category:Central Catchment Nature Reserve"",""wikipedia""=>""en:Central Catchment Nature Reserve"""
"13471152",,Adelphi Park,multipolygon,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""landed"""
"13471549",,MacRitchie Reservoir Park,multipolygon,,,,,,,,,,,,park,,,,,,,,,"""name:zh""=>""麦里芝蓄水池公园"""
"13485019",,Thomson Ridge,multipolygon,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""landed"""
"13485020",,,multipolygon,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""landed"""
"13485021",,,multipolygon,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""landed"""
"13485035",,Yew Lian Park,multipolygon,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""landed"""
"13716408",,Alkaff Lake,multipolygon,,,,,,,,,,,,,,,water,,,,,,"""intermittent""=>""yes"",""name:ms""=>""Tasik Alkaff"",""name:zh""=>""阿卡夫湖"",""salt""=>""no"",""tidal""=>""no"",""water""=>""lake"""
"13734558",,,multipolygon,,parking,,,,parking,,,,,,,,,,,,,,,"""access""=>""yes"",""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""290A"",""addr:postcode""=>""571290"",""addr:street""=>""Bishan Street 24"",""building:levels""=>""4"",""fee""=>""yes"",""parking""=>""multi-storey"",""start_date""=>""1996"""
"13734570",,,multipolygon,,parking,,,,parking,,,,,,,,,,,,,,,"""building:levels""=>""4"",""parking""=>""multi-storey"""
"13734571",,,multipolygon,,,,,,school,,,,,,,,,,,,,,,
"13734587",,Bishan Home,multipolygon,,social_facility,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:housenumber""=>""6"",""addr:street""=>""Bishan Street 13"",""building:levels""=>""3"""
"13734588",,Zion Bible Presbyterian Church,multipolygon,,place_of_worship,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:housenumber""=>""4"",""addr:street""=>""Bishan Street 13"",""building:levels""=>""3"",""denomination""=>""presbyterian"",""religion""=>""christian"""
"13734589",,,multipolygon,,parking,,,,parking,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""93A"",""addr:postcode""=>""311093"",""addr:street""=>""Lorong 4 Toa Payoh"",""building:levels""=>""4"",""parking""=>""multi-storey"",""start_date""=>""1998"""
"13734590",,Toa Payoh Methodist Church,multipolygon,,place_of_worship,,,,church,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""480"",""addr:street""=>""Lorong 2 Toa Payoh"",""denomination""=>""methodist"",""religion""=>""christian"""
"13734592",,,multipolygon,,,,,,residential,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""62B"",""addr:neighbourhood""=>""Golden Lotus"",""addr:postcode""=>""312062"",""addr:street""=>""Lorong 4 Toa Payoh"",""building:levels""=>""15"",""residential""=>""HDB"",""start_date""=>""2001"""
"13734593",,,multipolygon,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""4008"",""addr:neighbourhood""=>""Techplace I"",""addr:postcode""=>""569625"",""addr:street""=>""Ang Mo Kio Avenue 10"",""building:levels""=>""4"""
"13734594",,,multipolygon,,,,,,school,,,,,,,,,,,,,,,
"14864542",,,multipolygon,,,,,,roof,,,,,,,,,,,,,,,"""building:levels""=>""1"",""height""=>""3.6"",""layer""=>""1"""
"14864543",,,multipolygon,,parking,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""119"",""addr:postcode""=>""340119"",""building:levels""=>""6"",""height""=>""20.4"",""parking""=>""multi-storey"",""roof:material""=>""grass"""
"14868718",,,multipolygon,,,,,,,,,,,,,,,,,,,,,"""building:levels""=>""40"",""building:min_level""=>""8"",""building:part""=>""yes"",""description""=>""9th to 40th floor"",""height""=>""112.8"",""min_height""=>""23.2"""
"14878919",,,multipolygon,,parking,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:housenumber""=>""152"",""addr:postcode""=>""320152"",""addr:street""=>""Towner Road"",""parking""=>""multi-storey"""
"14878920",,,multipolygon,,,,,,,,,,,,,,,,,,,,,"""building:levels""=>""1"",""building:part""=>""yes"",""height""=>""3.6"""
"14884445",,,multipolygon,,,,,,,,,,,,,,,,,,,,,"""building:levels""=>""5"",""building:min_level""=>""1"",""building:part""=>""yes"",""height""=>""20.4"",""min_height""=>""3.6"",""roof:levels""=>""1"",""roof:material""=>""grass"",""roof:shape""=>""flat"""
"14894031",,,multipolygon,,parking,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:housenumber""=>""39"",""addr:postcode""=>""310039"",""addr:street""=>""Lorong 6 Toa Payoh"",""building:levels""=>""6"",""height""=>""20.4"",""parking""=>""multi-storey"",""roof:levels""=>""1"",""roof:material""=>""grass"",""roof:shape""=>""flat"""
"14894032",,,multipolygon,,,,,,,,,,,,,,,,,,,,,"""building:part""=>""yes"",""description""=>""Stairs and elevator"",""height""=>""24"",""min_height""=>""20.4"""
"14974822",,Bishan Depot,multipolygon,,,,,,yes,,,,,,,,,,,,,,,"""building:use""=>""MRT"",""layer""=>""1"",""railway""=>""workshop"",""wikidata""=>""Q4917328"""
"15073438",,,multipolygon,,,,,,,,,,,,,,,,,,,,,"""building:levels""=>""3"",""building:min_level""=>""3"",""building:part""=>""yes"",""height""=>""6.4"",""layer""=>""1"",""min_height""=>""6"",""roof:material""=>""grass"",""roof:shape""=>""flat"""
"15626084",,,multipolygon,,,,,,school,,,,,,,,,,,,,,,
"15660056",,Thomson Flyover,multipolygon,,,,,,,,,,,,,bridge,,,,,,,,"""layer""=>""1"",""name:ms""=>""Jejambat Thomson"",""name:zh""=>""汤申立交桥"""
"15693200",,Bidadari Greenway,multipolygon,,,,,,,,,,,,park,,,,,,,,,"""alt_name""=>""Greenway South"",""name:zh""=>""比达达利绿道"""
"15743432",,,multipolygon,,,,,,,,,,,residential,,,,,,,,,,
"15778680",,,multipolygon,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""233A"",""addr:postcode""=>""361233"",""addr:street""=>""Upper Aljunied Road"",""building:flats""=>""123"",""residential""=>""HDB"""
"15786964",,,multipolygon,,,,,,parking,,,,,,,,,,,,,,,"""addr:country""=>""SG"",""addr:housenumber""=>""126"",""addr:street""=>""Jalan Rajah"",""building:levels""=>""7"",""roof:levels""=>""1"",""roof:material""=>""grass"",""roof:shape""=>""flat"""
"16021918",,,multipolygon,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""9"",""addr:street""=>""Serangoon Avenue 2"""
"16021919",,,multipolygon,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""7"",""addr:street""=>""Serangoon Avenue 2"""
"16021920",,,multipolygon,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""11"",""addr:street""=>""Serangoon Avenue 2"""
"16021921",,,multipolygon,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""3"",""addr:street""=>""Serangoon Avenue 2"",""layer""=>""1"""
"16027314",,,multipolygon,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""8"",""addr:street""=>""Eden Grove"""
"16118026",,,multipolygon,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""19"""
"16739028",,,multipolygon,,parking,,,,garage,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""116"",""addr:postcode""=>""321116"",""addr:street""=>""Jalan Tenteram"",""building:levels""=>""6"",""parking""=>""multi-storey"",""roof:levels""=>""1"",""roof:material""=>""grass"",""roof:shape""=>""flat"""
"17039798",,Kopi Sua,multipolygon,,,,,,,,,,,cemetery,,,,wood,,,,,,"""alt_name""=>""Mount Pleasant Cemetery"",""alt_name:zh""=>""快乐山坟场"",""name:zh""=>""咖啡山"",""religion""=>""chinese_folk"",""website""=>""https://bukitbrown.com/main/?p=8082"""
"17039799",,,multipolygon,,,,,,,,,,,,,,,wood,,,,,,
"17140439",,Lau Sua,multipolygon,,,,,,,,,,,cemetery,,,,wood,,,,,,"""name:zh""=>""老山"",""religion""=>""chinese_folk"",""website""=>""https://bukitbrown.com/main/?p=8082"""
"17140441",,,multipolygon,,,,,,,,,,,,,,,wood,,,,,,"""leaf_cycle""=>""evergreen"""
"17140517",,Singapore,multipolygon,,,,,,,,,,,,,,,,,city,,,,"""name:ace""=>""Singapura"",""name:af""=>""Singapoer"",""name:als""=>""Singapur"",""name:am""=>""?????"",""name:an""=>""Singapur"",""name:ar""=>""????????"",""name:arz""=>""?????????"",""name:ast""=>""Singapur"",""name:az""=>""Sinqapur"",""name:az-Arab""=>""???????"",""name:azb""=>""???????"",""nam"
"17731326",,,multipolygon,,,,,,yes,,,,,,,,,,,,,,,
"17782036",,,multipolygon,,,,,,yes,,,,,,,,,,,,,,,
"18435029",,,multipolygon,,,,,,,,,,,,,,,,,,,,,"""building:levels""=>""24"",""building:min_level""=>""23"",""building:part""=>""yes"",""layer""=>""2"""
"18435030",,,multipolygon,,,,,,,,,,,,,,,,,,,,,"""building:levels""=>""14"",""building:min_level""=>""13"",""building:part""=>""yes"",""layer""=>""1"""
"18435031",,,multipolygon,,,,,,,,,,,,,,,,,,,,,"""building:levels""=>""2"",""building:part""=>""yes"""
"18435032",,,multipolygon,,,,,,,,,,,,,,,,,,,,,"""building:levels""=>""2"",""building:part""=>""yes"",""description""=>""pillars"""
"18465689",,Church of the Holy Spirit,multipolygon,,place_of_worship,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:housenumber""=>""248"",""addr:postcode""=>""574371"",""addr:street""=>""Upper Thomson Road"",""denomination""=>""roman_catholic"",""religion""=>""christian"",""website""=>""https://www.holyspirit.sg/"""
"19047321",,Singapore Central,boundary,,,"11",,place,,,,,,,,,,,,,,,,"""wikidata""=>""Q14233915"""
"19198854",,,multipolygon,,,,,,,,,,,,,bridge,,,,,,,,"""layer""=>""1"""
"19204426",,Park Edge,multipolygon,,,,,,,,,,,,,,,,,neighbourhood,,,,"""alt_name""=>""Park Edge District"",""name:en""=>""Park Edge"""
"19204427",,Bidadari,multipolygon,,,,,,,,,,,,,,,,,quarter,,,,"""alt_name""=>""Bidadari Estate"",""name:en""=>""Bidadari"",""name:zh""=>""比达达利"""
"19204428",,Alkaff,multipolygon,,,,,,,,,,,,,,,,,neighbourhood,,,,"""alt_name""=>""Alkaff District"",""name:en""=>""Alkaff"",""name:zh""=>""阿卡夫"""
