station_id,station_name,n_rows,n_ge31,low_support_warning_flag,mean_context_adjusted_score_residual_c,mean_context_adjusted_high_tail_residual_c,current_companion_best_f1_probability_error,current_companion_best_f1_miss_rate,current_companion_best_f1_false_alarm_ratio,current_companion_best_f1_brier,current_companion_best_f1_precision,current_companion_best_f1_recall,current_companion_recall90_probability_error,current_companion_recall90_miss_rate,current_companion_recall90_false_alarm_ratio,current_companion_recall90_brier,current_companion_recall90_precision,current_companion_recall90_recall,recall_first_challenger_selected_policy_probability_error,recall_first_challenger_selected_policy_miss_rate,recall_first_challenger_selected_policy_false_alarm_ratio,recall_first_challenger_selected_policy_brier,recall_first_challenger_selected_policy_precision,recall_first_challenger_selected_policy_recall,score_stability_label,high_tail_stability_label,best_high_tail_predicted_residual_c,best_high_tail_error_pred_minus_obs_c,best_high_tail_abs_error_c,best_high_tail_model,best_score_predicted_residual_c,best_score_error_pred_minus_obs_c,best_score_abs_error_c,best_score_model,key_station_caveat
S139,Tuas Terminal Gateway,62,1,True,-0.310599814760955,0.1108917493842842,-0.1061611318015033,0.0,0.8888888888888888,0.0689912187993257,0.1111111111111111,1.0,-0.1061611318015033,0.0,0.9166666666666666,0.0689912187993257,0.0833333333333333,1.0,-0.0757246961646928,0.0,0.875,0.0843138960948311,0.125,1.0,stable_negative_bias,unstable_low_support,0.5734124327924224,0.4625206834081382,0.4625206834081382,elasticnet:compact_water_road,-0.07081058136762643,0.23978923339332858,0.23978923339332858,one_feature_ridge:one_feature:landuse_entropy_250m,S142/S139 key caveat station
S140,Choa Chu Kang Stadium,62,4,True,-0.3372724527012875,-0.2826020842132424,-0.0636058940935465,0.0,0.5,0.0434726290562312,0.5,1.0,-0.0636058940935465,0.0,0.6923076923076923,0.0434726290562312,0.3076923076923077,1.0,-0.1028273924986163,0.0,0.6,0.111259141679627,0.4,1.0,stable_negative_bias,unstable_low_support,0.3329128275443605,0.6155149117576029,0.6155149117576029,elasticnet:compact_water_road,0.10021672639020059,0.43748917909148805,0.43748917909148805,one_feature_ridge:one_feature:landuse_entropy_250m,
S141,Yio Chu Kang Stadium,62,10,False,0.3463860537607035,1.273987675856267,0.0364870654949088,0.3,0.2222222222222222,0.0595269794206076,0.7777777777777778,0.7,0.0364870654949088,0.1,0.3076923076923077,0.0595269794206076,0.6923076923076923,0.9,0.044923300846933,0.1,0.1818181818181818,0.0447131521439669,0.8181818181818182,0.9,stable_positive_bias,stable_positive_bias,0.6768958676668779,-0.597091808189389,0.597091808189389,elasticnet:compact_water_road,0.005431463887990427,-0.3409545898727131,0.3409545898727131,one_feature_ridge:one_feature:landuse_entropy_250m,
S142,Sentosa Palawan Green,62,15,False,0.7725692767321004,2.239616966087942,0.1300358979139762,0.4666666666666667,0.0,0.0896508140410515,1.0,0.5333333333333333,0.1300358979139762,0.1333333333333333,0.0714285714285714,0.0896508140410515,0.9285714285714286,0.8666666666666667,0.1360340651793068,0.3333333333333333,0.0,0.0654075731640567,1.0,0.6666666666666666,stable_positive_bias,stable_positive_bias,0.8163256302981337,-1.4232913357898083,1.4232913357898083,elasticnet:compact_water_road,-0.020369866541719517,-0.79293914327382,0.79293914327382,one_feature_ridge:one_feature:landuse_entropy_250m,S142/S139 key caveat station
S143,Punggol North,62,7,True,-0.2447846833665903,0.1900553343929694,-0.0265101039451283,0.0,0.3636363636363636,0.046902050667267,0.6363636363636364,1.0,-0.0265101039451283,0.0,0.4615384615384615,0.046902050667267,0.5384615384615384,1.0,-0.0254888867155443,0.1428571428571428,0.4,0.0587804584456074,0.6,0.8571428571428571,no_station_signal,unstable_low_support,0.6547789143298743,0.46472357993690494,0.46472357993690494,elasticnet:compact_water_road,-0.027400637505240213,0.21738404586135007,0.21738404586135007,one_feature_ridge:one_feature:landuse_entropy_250m,
S144,Upper Pickering Street,62,8,True,0.3485547602575967,0.7951497989321954,0.0046253979925719,0.125,0.2222222222222222,0.0413362702615873,0.7777777777777778,0.875,0.0046253979925719,0.0,0.4285714285714285,0.0413362702615873,0.5714285714285714,1.0,0.0098003023556619,0.125,0.3636363636363636,0.0432344573212492,0.6363636363636364,0.875,stable_positive_bias,unstable_low_support,0.025101272929091478,-0.7700485260031039,0.7700485260031039,elasticnet:compact_water_road,-0.011256553654190168,-0.35981131391178683,0.35981131391178683,one_feature_ridge:one_feature:landuse_entropy_250m,
S145,MacRitchie Reservoir,62,8,True,-0.1656994363892334,0.8849772791642739,0.0152771038550633,0.125,0.125,0.031299682982591,0.875,0.875,0.0152771038550633,0.0,0.3333333333333333,0.031299682982591,0.6666666666666666,1.0,0.0095721198340969,0.0,0.2727272727272727,0.0475833438126681,0.7272727272727273,1.0,no_station_signal,unstable_low_support,0.7664071802912986,-0.11857009887297532,0.11857009887297532,elasticnet:compact_water_road,0.040686585135105535,0.20638602152433894,0.20638602152433894,one_feature_ridge:one_feature:landuse_entropy_250m,
S146,Jalan Bahar,62,3,True,-0.4430243350321282,0.1666552455191238,-0.0726791760451557,0.0,0.625,0.0504212357646568,0.375,1.0,-0.0726791760451557,0.0,0.7692307692307693,0.0504212357646568,0.2307692307692307,1.0,-0.0625309691992372,0.0,0.6666666666666666,0.0796741583136281,0.3333333333333333,1.0,stable_negative_bias,unstable_low_support,0.7715927523300845,0.6049375068109607,0.6049375068109607,elasticnet:compact_water_road,0.01544683019593817,0.45847116522806636,0.45847116522806636,one_feature_ridge:one_feature:landuse_entropy_250m,
S147,Marina Barrage,62,10,False,0.1148843087501657,0.8820113387213236,0.0380232692146576,0.1,0.0,0.0310346283761894,1.0,0.9,0.0380232692146576,0.0,0.2857142857142857,0.0310346283761894,0.7142857142857143,1.0,0.0430201362374073,0.0,0.0909090909090909,0.0278436425955096,0.9090909090909092,1.0,no_station_signal,stable_positive_bias,0.7520906088703855,-0.12992072985093817,0.12992072985093817,elasticnet:compact_water_road,-0.04562198006503361,-0.1605062888151993,0.1605062888151993,one_feature_ridge:one_feature:landuse_entropy_250m,
S148,Pasir Ris Walk,62,5,True,-0.339386772099936,0.304485261373606,-0.0390589305652152,0.4,0.6666666666666666,0.0684190881611209,0.3333333333333333,0.6,-0.0390589305652152,0.0,0.6153846153846154,0.0684190881611209,0.3846153846153846,1.0,-0.0270095602120068,0.4,0.625,0.0805085357330917,0.375,0.6,stable_negative_bias,unstable_low_support,0.8476678116707526,0.5431825502971466,0.5431825502971466,elasticnet:compact_water_road,0.016910801278320068,0.35629757337825607,0.35629757337825607,one_feature_ridge:one_feature:landuse_entropy_250m,
S149,Tampines Walk,62,5,True,-0.3536408425385032,0.2617350863379754,-0.0388197021398419,0.2,0.5555555555555556,0.0546100944304409,0.4444444444444444,0.8,-0.0388197021398419,0.0,0.6153846153846154,0.0546100944304409,0.3846153846153846,1.0,-0.027548646801502,0.2,0.5555555555555556,0.073547032356251,0.4444444444444444,0.8,stable_negative_bias,unstable_low_support,0.19349598846988436,-0.06823909786809101,0.06823909786809101,elasticnet:compact_water_road,0.04823863290181858,0.40187947544032177,0.40187947544032177,one_feature_ridge:one_feature:landuse_entropy_250m,
S150,Evans Road,62,3,True,-0.3889883945098882,0.2386862800226884,-0.0725459721742721,0.3333333333333333,0.75,0.0646140682156067,0.25,0.6666666666666666,-0.0725459721742721,0.0,0.7857142857142857,0.0646140682156067,0.2142857142857142,1.0,-0.0989936795639243,0.0,0.7272727272727273,0.1121358579329482,0.2727272727272727,1.0,stable_negative_bias,unstable_low_support,0.8004964079020189,0.5618101278793305,0.5618101278793305,elasticnet:compact_water_road,0.06853904381379927,0.4575274383236875,0.4575274383236875,one_feature_ridge:one_feature:landuse_entropy_250m,
S151,Outward Bound Singapore(Pulau ubin),62,9,True,-0.2189296344211202,0.7637863986876681,0.0278565056617754,0.2222222222222222,0.125,0.0398056795149236,0.875,0.7777777777777778,0.0278565056617754,0.0,0.3076923076923077,0.0398056795149236,0.6923076923076923,1.0,0.006869589848674,0.2222222222222222,0.125,0.0420828196633217,0.875,0.7777777777777778,no_station_signal,unstable_low_support,1.112332102609227,0.3485457039215589,0.3485457039215589,elasticnet:compact_water_road,-0.05426594423528488,0.16466369018583532,0.16466369018583532,one_feature_ridge:one_feature:landuse_entropy_250m,
S153,Bukit Batok Street 22,62,7,True,0.019284664389361,0.1801634838030354,-0.0126716572692747,0.1428571428571428,0.25,0.0410188011774763,0.75,0.8571428571428571,-0.0126716572692747,0.0,0.4615384615384615,0.0410188011774763,0.5384615384615384,1.0,0.000807120625397,0.1428571428571428,0.4,0.0532942287394377,0.6,0.8571428571428571,no_station_signal,unstable_low_support,0.5059006178227375,0.32573713401970217,0.32573713401970217,elasticnet:compact_water_road,-0.037207093414105226,-0.05649175780346623,0.05649175780346623,one_feature_ridge:one_feature:landuse_entropy_250m,
S180,Taman Jurong Greens,62,9,True,-0.1922859651278547,0.0789940407257709,0.0210654739158625,0.1111111111111111,0.0,0.0273151774790016,1.0,0.8888888888888888,0.0210654739158625,0.0,0.3076923076923077,0.0273151774790016,0.6923076923076923,1.0,0.0347635004546537,0.1111111111111111,0.2,0.0333851061607244,0.8,0.8888888888888888,no_station_signal,unstable_low_support,0.20761644984101646,0.12862240911524556,0.12862240911524556,elasticnet:compact_water_road,-0.004416580159273532,0.18786938496858116,0.18786938496858116,one_feature_ridge:one_feature:landuse_entropy_250m,
S184,Sengkang East Avenue,62,6,True,-0.1114300607372605,0.565122950332736,-0.0317250012884902,0.1666666666666666,0.4444444444444444,0.048554758432084,0.5555555555555556,0.8333333333333334,-0.0317250012884902,0.0,0.5384615384615384,0.048554758432084,0.4615384615384615,1.0,-0.0215865999410315,0.1666666666666666,0.4444444444444444,0.0602809922732899,0.5555555555555556,0.8333333333333334,no_station_signal,unstable_low_support,0.23578538856544407,-0.3293375617672919,0.3293375617672919,elasticnet:compact_water_road,-0.07027797529393234,0.04115208544332816,0.04115208544332816,one_feature_ridge:one_feature:landuse_entropy_250m,
S187,Bukit Timah(West),62,8,True,-0.0328549010903315,0.7651140115647593,0.0121380814672596,0.125,0.125,0.0358025400196502,0.875,0.875,0.0121380814672596,0.0,0.4285714285714285,0.0358025400196502,0.5714285714285714,1.0,-0.0198015970099421,0.0,0.2727272727272727,0.0506020567726399,0.7272727272727273,1.0,no_station_signal,unstable_low_support,0.7474602350243031,-0.01765377654045619,0.01765377654045619,elasticnet:compact_water_road,-0.10609033518221202,-0.07323543409188052,0.07323543409188052,one_feature_ridge:one_feature:landuse_entropy_250m,
