review_layer,qa_target_type,qa_category,qa_priority_score,building_id,cell_id,source_name,area_m2,height_m,height_source,height_confidence,height_warning,review_status,manual_decision,manual_height_m,manual_notes,source_priority,source_building_id,height_m_original,height_source_original,levels_original,building_type_original,confidence_original,raw_properties_json,candidate_id,geometry_source,is_ml_source,dedup_status,source_candidates,source_candidate_ids,n_source_candidates,best_iou,levels_promoted_from_source,levels_promoted_from_id,promoted_fields,type_promoted_from_source,type_promoted_from_id,height_promoted_from_source,height_promoted_from_id,lu_desc_v10,intersects_v09_tile,v09_tile_types,v09_tile_ids,matched_canonical_idx,match_idx,match_iou,match_candidate_overlap,match_existing_overlap,match_area_ratio,match_centroid_distance,old_dsm_area_m2,new_dsm_area_m2,osm_area_m2,osm_count_intersections,old_vs_osm_completeness,new_vs_osm_completeness,coverage_gain_vs_osm,new_minus_old_dsm_area_m2,hazard_rank_true_v08,risk_rank_v08_conditioned,risk_rank_v08_social_conditioned,hazard_score,max_utci_c,old_hazard_rank
building,building,large_low_confidence_building;transport_shelter_overhead_candidate;very_large_default_height_building,18.262,v10_bldg_000749,,osm,3262.1409915758018,12.0,area_default:unknown_large,low,manual_review_large_unknown_height,todo,,,,3.0,osm_550568841,,height,,yes,,"{ ""osm_id"": ""550568841"", ""source_name"": ""osm"", ""building"": ""yes"", ""name"": ""Block A"", ""raw_tags_json"": ""{ \""building\"": \""yes\"", \""name\"": \""Block A\"" }"", ""area_m2"": ""3262.1409915758018"" }",cand_osm_002847,osm,False,accepted_new,osm,osm_550568841,1.0,0.0,,,,,,,,BUSINESS 1,False,,,,,,,,,,,,,,,,,,,,,,,
building,building,large_low_confidence_building;transport_shelter_overhead_candidate,17.7,v10_bldg_000769,,osm,2699.611359531331,12.0,area_default:unknown_large,low,manual_review_large_unknown_height,todo,,,,3.0,osm_220821676,,height,,yes,,"{ ""osm_id"": ""220821676"", ""source_name"": ""osm"", ""building"": ""yes"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:housenumber\"": \""1\"", \""addr:street\"": \""Pemimpin Drive\"", \""building\"": \""yes\"", \""source\"": \""Kaart Ground Survey 2017\"" }"", ""area_m2"": ""2699.611359531331"" }",cand_osm_000652,osm,False,accepted_new,osm,osm_220821676,1.0,0.0,,,,,,,,BUSINESS 1,False,,,,,,,,,,,,,,,,,,,,,,,
building,building,large_low_confidence_building;transport_shelter_overhead_candidate,17.565,v10_bldg_000782,,osm,2564.739006500561,12.0,area_default:unknown_large,low,manual_review_large_unknown_height,todo,,,,3.0,osm_169525489,,height,,yes,,"{ ""osm_id"": ""169525489"", ""source_name"": ""osm"", ""building"": ""yes"", ""raw_tags_json"": ""{ \""building\"": \""yes\"" }"", ""area_m2"": ""2564.739006500561"" }",cand_osm_000381,osm,False,accepted_new,osm,osm_169525489,1.0,0.0,,,,,,,,BUSINESS 1,False,,,,,,,,,,,,,,,,,,,,,,,
building,building,large_low_confidence_building;transport_shelter_overhead_candidate,17.043,v10_bldg_000819,,osm,2043.1446336137649,12.0,area_default:unknown_large,low,manual_review_large_unknown_height,todo,,,,3.0,osm_132001459,,height,,yes,,"{ ""osm_id"": ""132001459"", ""source_name"": ""osm"", ""building"": ""yes"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:housenumber\"": \""988\"", \""addr:postcode\"": \""319002\"", \""addr:street\"": \""Toa Payoh North\"", \""building\"": \""yes\"", \""source\"": \""Bing\"" }"", ""area_m2"": ""2043.1446336137649"" }",cand_osm_000294,osm,False,accepted_new,osm,osm_132001459,1.0,0.0,,,,,,,,BUSINESS 1,False,,,,,,,,,,,,,,,,,,,,,,,
building,building,transport_shelter_overhead_candidate;very_large_default_height_building,17.0,v10_bldg_000691,,osm,16318.415378027996,20.0,lu_default:COMMERCIAL,medium,,todo,,,,3.0,osm_1474602320,,height,,commercial,,"{ ""osm_id"": ""1474602320"", ""source_name"": ""osm"", ""building"": ""commercial"", ""name"": ""New Tech Park"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housenumber\"": \""151\"", \""addr:postcode\"": \""556741\"", \""addr:street\"": \""Lorong Chuan\"", \""building\"": \""commercial\"", \""name\"": \""New Tech Park\"" }"", ""area_m2"": ""16318.415378027996"" }",cand_osm_005134,osm,False,accepted_new,osm,osm_1474602320,1.0,0.0,,,,,,,,BUSINESS 1,False,,,,,,,,,,,,,,,,,,,,,,,
building,building,transport_shelter_overhead_candidate;very_large_default_height_building,17.0,v10_bldg_000697,,osm,10929.073179333165,8.0,lu_default:TRANSPORT,medium,,todo,,,,3.0,osm_93037779,,height,,yes,,"{ ""osm_id"": ""93037779"", ""source_name"": ""osm"", ""building"": ""yes"", ""layer"": ""1"", ""name"": ""SMRT Bishan Depot Admin Building"", ""raw_tags_json"": ""{ \""building\"": \""yes\"", \""layer\"": \""1\"", \""name\"": \""SMRT Bishan Depot Admin Building\"", \""office\"": \""yes\"" }"", ""area_m2"": ""10929.073179333165"" }",cand_osm_000008,osm,False,accepted_new,osm,osm_93037779,1.0,0.0,,,,,,,,TRANSPORT FACILITIES,False,,,,,,,,,,,,,,,,,,,,,,,
building,building,transport_shelter_overhead_candidate,17.0,v10_bldg_000001,,hdb3d,10357.772791275587,85.3,height_m,high,,todo,,,,1.0,hdb3d_way/169842941,85.3,height_m,5.0,yes,,"{ ""building_id"": ""way\/169842941"", ""height_m"": ""85.3"", ""osm_levels"": ""5.0"", ""hdb_max_floor"": ""30"", ""osm_building"": ""yes"", ""hdb_blk_no"": ""62"", ""hdb_street"": ""LOR 4 TOA PAYOH"", ""year_completed"": ""1998"", ""ground_z"": ""0.0"", ""source"": ""hdb3d"", ""area_m2"": ""10357.772791275587"" }",cand_hdb3d_000532,hdb3d,False,accepted_new,hdb3d;osm,hdb3d_way/169842941;osm_169842941,2.0,0.8363066111672581,osm,osm_169842941,levels:levels_original,,,,,BUSINESS 1,False,,,,,,,,,,,,,,,,,,,,,,,
building,building,transport_shelter_overhead_candidate;very_large_default_height_building,17.0,v10_bldg_000694,,osm,12644.952531603187,20.0,lu_default:COMMERCIAL,medium,,todo,,,,3.0,osm_626624077,,height,,commercial,,"{ ""osm_id"": ""626624077"", ""source_name"": ""osm"", ""building"": ""commercial"", ""name"": ""Singapore Press Holdings"", ""raw_tags_json"": ""{ \""building\"": \""commercial\"", \""name\"": \""Singapore Press Holdings\"" }"", ""area_m2"": ""12644.952531603187"" }",cand_osm_002875,osm,False,accepted_new,osm,osm_626624077,1.0,0.0,,,,,,,,BUSINESS 1,False,,,,,,,,,,,,,,,,,,,,,,,
building,building,transport_shelter_overhead_candidate;very_large_default_height_building,17.0,v10_bldg_000693,,osm,14810.611460569793,15.0,lu_default:RESIDENTIAL,medium,,todo,,,,3.0,osm_1193075651,,height,,yes,,"{ ""osm_id"": ""1193075651"", ""source_name"": ""osm"", ""building"": ""yes"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housenumber\"": \""531\"", \""addr:postcode\"": \""570531\"", \""addr:street\"": \""Bishan Street 14\"", \""amenity\"": \""parking\"", \""building\"": \""yes\"", \""parking\"": \""multi-storey\"" }"", ""area_m2"": ""14810.611460569793"" }",cand_osm_004415,osm,False,accepted_new,osm,osm_1193075651,1.0,0.0,,,,,,,,RESIDENTIAL,False,,,,,,,,,,,,,,,,,,,,,,,
building,building,critical_tile_building_review;large_low_confidence_building;very_large_default_height_building,16.981,v10_bldg_000731,,osm,3981.4596087675613,12.0,area_default:unknown_large,low,manual_review_large_unknown_height,todo,,,,3.0,osm_453479464,,height,,yes,,"{ ""osm_id"": ""453479464"", ""source_name"": ""osm"", ""building"": ""yes"", ""raw_tags_json"": ""{ \""building\"": \""yes\"" }"", ""area_m2"": ""3981.4596087675613"" }",cand_osm_001686,osm,False,accepted_new,osm,osm_453479464,1.0,0.0,,,,,,,,RESERVE SITE,True,clean_shaded_reference,T05_clean_shaded_reference,,,,,,,,,,,,,,,,,,,,,
building,building,large_low_confidence_building;transport_shelter_overhead_candidate,16.875,v10_bldg_000837,,osm,1875.1966943247312,12.0,area_default:unknown_large,low,manual_review_large_unknown_height,todo,,,,3.0,osm_220821678,,height,,yes,,"{ ""osm_id"": ""220821678"", ""source_name"": ""osm"", ""building"": ""yes"", ""name"": ""59"", ""raw_tags_json"": ""{ \""building\"": \""yes\"", \""name\"": \""59\"" }"", ""area_m2"": ""1875.1966943247312"" }",cand_osm_000654,osm,False,accepted_new,osm,osm_220821678,1.0,0.0,,,,,,,,BUSINESS 1,False,,,,,,,,,,,,,,,,,,,,,,,
building,building,large_low_confidence_building;transport_shelter_overhead_candidate,16.788,v10_bldg_000849,,osm,1787.9490469561983,12.0,area_default:unknown_large,low,manual_review_large_unknown_height,todo,,,,3.0,osm_550568840,,height,,yes,,"{ ""osm_id"": ""550568840"", ""source_name"": ""osm"", ""building"": ""yes"", ""layer"": ""-1"", ""name"": ""Block C"", ""raw_tags_json"": ""{ \""building\"": \""yes\"", \""layer\"": \""-1\"", \""name\"": \""Block C\"" }"", ""area_m2"": ""1787.9490469561983"" }",cand_osm_002846,osm,False,accepted_new,osm,osm_550568840,1.0,0.0,,,,,,,,BUSINESS 1,False,,,,,,,,,,,,,,,,,,,,,,,
building,building,large_low_confidence_building;transport_shelter_overhead_candidate,16.608,v10_bldg_000872,,osm,1608.1561809828906,12.0,area_default:unknown_large,low,manual_review_large_unknown_height,todo,,,,3.0,osm_220821679,,height,,yes,,"{ ""osm_id"": ""220821679"", ""source_name"": ""osm"", ""building"": ""yes"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:housenumber\"": \""63\"", \""addr:street\"": \""Jalan Pemimpin\"", \""building\"": \""yes\"", \""source\"": \""Kaart Ground Survey 2017\"" }"", ""area_m2"": ""1608.1561809828906"" }",cand_osm_000655,osm,False,accepted_new,osm,osm_220821679,1.0,0.0,,,,,,,,BUSINESS 1,False,,,,,,,,,,,,,,,,,,,,,,,
building,building,large_low_confidence_building;transport_shelter_overhead_candidate,16.561,v10_bldg_000877,,osm,1561.0390198205478,12.0,area_default:unknown_large,low,manual_review_large_unknown_height,todo,,,,3.0,osm_220821683,,height,,yes,,"{ ""osm_id"": ""220821683"", ""source_name"": ""osm"", ""building"": ""yes"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:housenumber\"": \""47\"", \""addr:street\"": \""Jalan Pemimpin\"", \""building\"": \""yes\"", \""source\"": \""Kaart Ground Survey 2017\"" }"", ""area_m2"": ""1561.0390198205478"" }",cand_osm_000659,osm,False,accepted_new,osm,osm_220821683,1.0,0.0,,,,,,,,BUSINESS 1,False,,,,,,,,,,,,,,,,,,,,,,,
building,building,large_low_confidence_building;transport_shelter_overhead_candidate,16.523,v10_bldg_000885,,osm,1523.3603480394922,12.0,area_default:unknown_large,low,manual_review_large_unknown_height,todo,,,,3.0,osm_231917998,,height,,yes,,"{ ""osm_id"": ""231917998"", ""source_name"": ""osm"", ""building"": ""yes"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:housenumber\"": \""39A\"", \""addr:street\"": \""Jalan Pemimpin\"", \""building\"": \""yes\"", \""source\"": \""Kaart Ground Survey 2017\"" }"", ""area_m2"": ""1523.3603480394922"" }",cand_osm_000693,osm,False,accepted_new,osm,osm_231917998,1.0,0.0,,,,,,,,BUSINESS 1,False,,,,,,,,,,,,,,,,,,,,,,,
building,building,large_low_confidence_building;transport_shelter_overhead_candidate,16.255,v10_bldg_000935,,osm,1255.3397157777006,12.0,area_default:unknown_large,low,manual_review_large_unknown_height,todo,,,,3.0,osm_220821670,,height,,yes,,"{ ""osm_id"": ""220821670"", ""source_name"": ""osm"", ""building"": ""yes"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:housenumber\"": \""51\"", \""addr:street\"": \""Jalan Pemimpin\"", \""building\"": \""yes\"", \""source\"": \""Kaart Ground Survey 2017\"" }"", ""area_m2"": ""1255.3397157777006"" }",cand_osm_000647,osm,False,accepted_new,osm,osm_220821670,1.0,0.0,,,,,,,,BUSINESS 1,False,,,,,,,,,,,,,,,,,,,,,,,
building,building,large_low_confidence_building;transport_shelter_overhead_candidate,16.237,v10_bldg_000941,,osm,1236.9032408105368,12.0,area_default:unknown_large,low,manual_review_large_unknown_height,todo,,,,3.0,osm_550568843,,height,,yes,,"{ ""osm_id"": ""550568843"", ""source_name"": ""osm"", ""building"": ""yes"", ""name"": ""Block A"", ""raw_tags_json"": ""{ \""building\"": \""yes\"", \""name\"": \""Block A\"" }"", ""area_m2"": ""1236.9032408105368"" }",cand_osm_002849,osm,False,accepted_new,osm,osm_550568843,1.0,0.0,,,,,,,,BUSINESS 1,False,,,,,,,,,,,,,,,,,,,,,,,
building,building,large_low_confidence_building;transport_shelter_overhead_candidate,16.212,v10_bldg_000949,,osm,1212.1290350030272,12.0,area_default:unknown_large,low,manual_review_large_unknown_height,todo,,,,3.0,osm_220821677,,height,,yes,,"{ ""osm_id"": ""220821677"", ""source_name"": ""osm"", ""building"": ""yes"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:housenumber\"": \""57\"", \""addr:street\"": \""Jalan Pemimpin\"", \""building\"": \""yes\"", \""source\"": \""Kaart Ground Survey 2017\"" }"", ""area_m2"": ""1212.1290350030272"" }",cand_osm_000653,osm,False,accepted_new,osm,osm_220821677,1.0,0.0,,,,,,,,BUSINESS 1,False,,,,,,,,,,,,,,,,,,,,,,,
building,building,large_low_confidence_building;transport_shelter_overhead_candidate,16.024,v10_bldg_001008,,osm,1023.7309764130574,12.0,area_default:unknown_large,low,manual_review_large_unknown_height,todo,,,,3.0,osm_220821671,,height,,yes,,"{ ""osm_id"": ""220821671"", ""source_name"": ""osm"", ""building"": ""yes"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:housenumber\"": \""3\"", \""addr:street\"": \""Pemimpin Drive\"", \""building\"": \""yes\"", \""source\"": \""Kaart Ground Survey 2017\"" }"", ""area_m2"": ""1023.7309764130574"" }",cand_osm_000648,osm,False,accepted_new,osm,osm_220821671,1.0,0.0,,,,,,,,BUSINESS 1,False,,,,,,,,,,,,,,,,,,,,,,,
