cell_id,in_core8,in_v10_epsilon,in_existing_wave1,typology_label,typology_group,selection_source,existing_solweig_base_available,existing_solweig_overhead_available,tmrt_p90_base_mean_or_h13,tmrt_p95_base_mean_or_h13,tmrt_max_base_mean_or_h13,m_rad_pct_mean_or_h13,overhead_delta_p90_available,overhead_delta_p90_mean_or_h13,svf,shade_fraction,building_density,tree_canopy_or_gvi,grass_fraction,water_fraction,overhead_fraction,road_fraction,pedestrian_relevance_proxy,land_use_hint,notes
TP_0017,False,False,False,transport,transport_overhead_or_viaduct,v10_non_raster_features,False,False,,,,,False,,0.2415615280710476,0.5874911158493248,0.1227999999989501,0.0,0.0,0.0,0.0786598892271239,0.1779984322646071,0.0132893866380391,transport,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0018,False,False,False,transport,transport_overhead_or_viaduct,v10_non_raster_features,False,False,,,,,False,,0.378045167948585,0.487801357008806,0.1168000000003994,0.033394167669786,0.0,0.0,0.0441155984557033,0.0299961502559522,0.0420701551084649,transport,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0019,False,False,False,park_open_space,grass_or_open_park,v10_non_raster_features,False,False,,,,,False,,0.0669151142216347,0.8414043583535108,0.069600000000081,0.2155082486574199,0.0,0.2125333230305605,0.0,0.3495533349486106,0.0,park_open_space,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0020,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.2082807371095671,0.4477370689655172,0.2980000000019622,0.0,0.0,0.0943931039838471,0.0,0.0803865545107955,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0021,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.2896284708777629,0.3973380309258171,0.3587999999992298,0.0,0.0,0.0,0.0172611965642061,0.0,0.0172611965642061,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0022,False,False,False,residential,covered_walkway_or_pedestrian_overhead,v10_non_raster_features,False,False,,,,,False,,0.302491509728729,0.3719402004271399,0.249200000000621,0.0,0.0,0.0,0.0331379198085867,0.0952245433630333,0.0331379198085867,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0023,False,False,False,residential,covered_walkway_or_pedestrian_overhead,v10_non_raster_features,False,False,,,,,False,,0.2446768278795783,0.5741360089186176,0.1247999999991895,0.0,0.0,0.0,0.0410145402015899,0.1777087959264806,0.0410145402015899,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0024,False,False,False,transport,transport_overhead_or_viaduct,v10_non_raster_features,False,False,,,,,False,,0.406973591608121,0.4837164750957854,0.0456000000002869,0.0,0.0,0.191759543318706,0.0,0.3321261031389391,0.0,transport,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0025,False,False,False,civic_institutional,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.536282300042037,0.3590237636480411,0.0019999999999945,0.0,0.0,0.5121508325928215,0.0,0.0071931509366881,0.0,civic_institutional,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0026,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.5622849905599714,0.1466666666666666,0.2907999999965141,0.0,0.0,0.0,0.0,0.1269994993790413,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0027,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.6499026963232006,0.04510045100451,0.4104000000057183,0.0,0.0,0.0,0.0,0.3329306553551248,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0028,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.6512152166514856,0.0858430649457078,0.4307999999993652,0.0,0.0,0.0,0.0,0.3217532437387226,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0029,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.5834381267572073,0.2189202575532441,0.2739999999992673,0.0,0.0,0.0184305088675089,0.0,0.1816541805256287,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0030,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.7283689241411372,0.0864071038251366,0.280000000003336,0.0,0.0,0.0,0.0,0.3527385771027578,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0031,False,False,False,transport,transport_overhead_or_viaduct,v10_non_raster_features,False,False,,,,,False,,0.7063519829874211,0.0855030536804886,0.2519999999988402,0.0,0.0,0.0,0.0,0.1461400252647973,0.0,transport,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0032,False,False,False,transport,transport_overhead_or_viaduct,v10_non_raster_features,False,False,,,,,False,,0.4491410872323318,0.4099183929692405,0.1704000000001146,0.0,0.0,0.0,0.0,0.431411024523089,0.0,transport,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0033,False,False,False,transport,transport_overhead_or_viaduct,v10_non_raster_features,False,False,,,,,False,,0.4769924063820317,0.256053580628542,0.2635999999995157,0.0,0.0,0.0,0.0,0.3039215020454251,0.0,transport,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0034,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.5085618030661101,0.2541824069077172,0.3404000000007182,0.0,0.0,0.0,0.0,0.3868423968095693,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0035,False,False,False,transport,transport_overhead_or_viaduct,v10_non_raster_features,False,False,,,,,False,,0.4058900952250816,0.4037424674912782,0.2200000000014126,0.0,0.0,0.0,0.0,0.53553107223388,0.0,transport,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0036,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.5217919730762338,0.1508196721311475,0.3495999999988172,0.0,0.0,0.0,0.0,0.3350327069611671,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0037,False,False,False,other,covered_walkway_or_pedestrian_overhead,v10_non_raster_features,False,False,,,,,False,,0.3378952111491181,0.3479218276906137,0.5971999999964912,0.0,0.0,0.0,0.2178881634841498,0.2124919572906303,0.2178881634841498,other,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0038,False,False,False,other,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.1998669964889772,0.677414180301572,0.2091999999999086,0.0,0.0,0.0,0.0,0.3588233429714382,0.0,other,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0039,False,False,False,commercial,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.3058404501003386,0.4311926605504587,0.3632000000014138,0.0,0.0,0.0,0.0,0.1830337521132571,0.0,commercial,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0040,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.4765985803030993,0.1698571862655727,0.1832000000001433,0.0,0.0,0.0,0.0,0.1673633700932788,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0041,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.5363507834243451,0.1506186121570737,0.3379999999995942,0.0,0.0,0.0,0.0,0.1701278977362911,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0042,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.6603774373196649,0.0327978580990629,0.2847999999990053,0.0,0.0,0.0,0.0060705009047939,0.1945350807283727,0.0060705009047939,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0043,False,False,False,civic_institutional,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.5163065711873518,0.1684340756451043,0.3272000000002976,0.0,0.0,0.0,0.0,0.1825236157595031,0.0,civic_institutional,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0044,False,False,False,commercial,transport_overhead_or_viaduct,v10_non_raster_features,False,False,,,,,False,,0.316848097856888,0.4275229357798165,0.2096000000012619,0.0,0.0,0.0,0.026964567422484,0.0681578715744937,0.0059921260938838,commercial,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0045,False,False,False,residential,covered_walkway_or_pedestrian_overhead,v10_non_raster_features,False,False,,,,,False,,0.1335415454103785,0.7401701171561547,0.2507999999992928,0.0,0.0,0.2677007657569212,0.0353195363034203,0.0,0.0353195363034203,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0046,False,False,False,residential,covered_walkway_or_pedestrian_overhead,v10_non_raster_features,False,False,,,,,False,,0.3853540257807797,0.349090318388564,0.2607999999969022,0.0,0.0,0.2466005001562989,0.035036647623867,0.0336305588441976,0.035036647623867,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0047,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.205467948711233,0.6419917257683215,0.1380000000020383,0.0243471431376398,0.0,0.0013351659139996,0.0097574942129579,0.4245428660756147,0.0097574942129579,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0048,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.4157138341276773,0.3130038555906064,0.2999999999995962,0.0031257325935766,0.0,0.5205126201453467,0.0,0.0031933607159432,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0049,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.4892650445909248,0.1631488876212207,0.3595999999986067,0.0,0.0,0.0646744679180083,0.0,0.0,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0050,False,False,False,residential,covered_walkway_or_pedestrian_overhead,v10_non_raster_features,False,False,,,,,False,,0.2813469602958879,0.4732313575525813,0.2036000000002481,0.0072681802196084,0.0,0.0,0.020571959393566,0.1353222268973522,0.020571959393566,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0051,False,False,False,civic_institutional,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.0380878667528146,0.9152293087311136,0.0635999999999329,0.1177741124725102,0.0,0.0,0.0,0.2753311428025294,0.0,civic_institutional,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0052,False,False,False,residential,covered_walkway_or_pedestrian_overhead,v10_non_raster_features,False,False,,,,,False,,0.2541204392579219,0.4699651989711,0.2004000000007144,0.0,0.0,0.0,0.0583929951097453,0.140430128374572,0.0583929951097453,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0053,False,False,False,residential,covered_walkway_or_pedestrian_overhead,v10_non_raster_features,False,False,,,,,False,,0.2911496957809015,0.438744932134673,0.3044000000005648,0.1902686145146088,0.0,0.0137448947533773,0.030629686014154,0.0599155200242659,0.030629686014154,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0054,False,False,False,transport,transport_overhead_or_viaduct,v10_non_raster_features,False,False,,,,,False,,0.2904450449560369,0.5493237867939539,0.0759999999994898,0.0,0.0,0.0,0.0,0.372118879840677,0.0,transport,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0055,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.2873363875847238,0.5438758260335024,0.1931999999984396,0.0,0.0,0.0,0.0,0.1990004565283758,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0056,False,False,False,civic_institutional,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.3355437475436973,0.4319809069212411,0.3700000000043208,0.0,0.0,0.0,0.0,0.2518585970778226,0.0,civic_institutional,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0057,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.3321626980815951,0.3635192343088533,0.3363999999961327,0.0,0.0,0.007343124165554,0.0,0.0673099744209101,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0058,False,False,False,water,water_edge_or_blue_green,v10_non_raster_features,False,False,,,,,False,,0.617761459257581,0.2256781707143871,0.122000000000972,0.0,0.0,0.2653172866520787,0.0,0.0369049867786004,0.0,water,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0059,True,False,True,open_paved_hardscape_parking_lot,transport_overhead_or_viaduct,core8|v12_candidate_seed|v10_non_raster_features,True,True,62.02654266357422,62.08107376098633,62.18977737426758,0.75,True,-0.1763954162597656,0.9485701544046402,0.0,0.0,0.0,0.0,0.0,0.1098755647096241,0.3651908662704279,0.0,transport,Feature-screened from v10 grid: transport; SVF_open=0.9486; shade_13_15=0.0000; impervious=0.6826; open_pixel_fraction=1.0000. Manual map/geometry QA still required before SOLWEIG.
TP_0060,False,False,False,transport,transport_overhead_or_viaduct,v10_non_raster_features,False,False,,,,,False,,0.828805598057134,0.0027725267800882,0.0028000000000005,0.0,0.0,0.205473602484472,0.0,0.4212637639834071,0.0,transport,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0061,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.2455703496116547,0.5326769406392694,0.1471999999995207,0.0,0.0,0.3946931366111776,0.0,0.021829119397554,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0062,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.1524928931141515,0.6525780682643427,0.1636000000001755,0.0,0.0,0.1302744458677846,0.0,0.14005191736781,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0063,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.1222117277490579,0.6954494291686766,0.231599999999823,0.0,0.0,0.0,0.0149806548123679,0.1400147329469689,0.0149806548123679,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0064,False,False,False,residential,covered_walkway_or_pedestrian_overhead,v10_non_raster_features,False,False,,,,,False,,0.2261471524753323,0.6009009009009009,0.1524000000005405,0.0,0.0,0.0,0.0420456162013025,0.0533164333574182,0.0420456162013025,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0065,False,False,False,other,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.1938886660958113,0.6237993596584845,0.3111999999980697,0.0,0.0,0.0,0.0,0.1692686004231384,0.0,other,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0066,False,False,False,other,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.3889954253939494,0.382741116751269,0.2524000000014278,0.0,0.0,0.0,0.014466229460749,0.2362840939372384,0.014466229460749,other,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0067,False,False,False,civic_institutional,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.1690612747815195,0.6596026490066225,0.1755999999967547,0.0,0.0,0.0,0.0,0.1677517787233872,0.0,civic_institutional,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0068,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.2268732214997462,0.5823719427780342,0.1736000000026146,0.0,0.0,0.0,0.0,0.1173772162325675,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0069,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.2268961956671981,0.6250191394885928,0.1491999999998317,0.0,0.0,0.0,0.0,0.2569897338728291,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0070,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.2994965285523057,0.4544522554188635,0.1712000000005076,0.0494914991072121,0.0,0.0,0.0,0.1858846544052494,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0071,False,False,False,residential,transport_overhead_or_viaduct,v10_non_raster_features,False,False,,,,,False,,0.2537728608861908,0.5450058072009291,0.1631999999989936,0.0,0.0,0.0,0.0349130387521034,0.3019381378405528,0.0077584530560203,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0072,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.1929370959948373,0.6824762855716425,0.2188000000028695,0.0,0.0,0.0,0.0156668439015456,0.1666488356746013,0.0156668439015456,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0073,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.2764243969506936,0.519988111160648,0.1635999999994554,0.0,0.0,0.0,0.0197337586422343,0.1864229744316538,0.0197337586422343,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0074,False,False,False,residential,covered_walkway_or_pedestrian_overhead,v10_non_raster_features,False,False,,,,,False,,0.3126481897429921,0.387308533916849,0.3503999999978966,0.0,0.0,0.0112965838509316,0.0629324159899608,0.108139173540994,0.0629324159899608,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0075,False,False,False,residential,covered_walkway_or_pedestrian_overhead,v10_non_raster_features,False,False,,,,,False,,0.5286579682432787,0.1823375019299058,0.1971999999997955,0.0,0.0,0.1906913866357667,0.0233001750429832,0.1661564424212638,0.0233001750429832,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0076,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.3636210603291656,0.4205933682373473,0.1796000000020418,0.0,0.0,0.0,0.012362825663077,0.1396364988350302,0.012362825663077,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
