cell_id,scenario,mean_p90_minus_mean,max_p90_minus_mean,mean_p95_minus_p90,mean_max_minus_p95,mean_pct_ge_50,mean_pct_ge_55,tail_class,tail_class_rule
TP_0366,base,1.2378227233886718,1.4248695373535156,0.12154006958007528,0.5183647155761761,68.416,58.584,uniform_hot,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0409,base,12.87652130126953,16.605175018310547,0.7494987487792983,2.1738769531249984,12.384,10.864,threshold_area_hot,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0433,base,0.017528533935548297,0.0686950683593821,0.6597503662109375,16.138918304443358,0.8959999999999999,0.6239999999999999,max_only_extreme,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0492,base,0.018399810791015624,0.03456878662109375,0.11138153076171875,0.3790931701660156,0.0,0.0,mostly_shaded_low_tail,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0542,base,11.092006683349613,18.511081695556648,5.0135948181152346,3.6092567443847656,8.047999999999998,6.056,mixed_cell_upper_tail,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0565,base,2.6543876647949203,3.0496482849121094,0.02851104736328125,0.0494842529296875,64.83200000000001,55.864,uniform_hot,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0575,base,2.356533050537114,2.6235847473144602,0.026303863525390624,0.05879287719725994,68.728,54.488,uniform_hot,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0627,base,4.180443572998047,5.112998962402351,0.14056854248046732,0.23650665283203126,62.11999999999999,51.616,threshold_area_hot,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0676,base,10.90229263305664,12.778854370117188,0.9535476684570312,0.41089935302734515,33.616,27.424,threshold_area_hot,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0773,base,14.48577423095703,18.5452880859375,2.6027847290039063,0.0,15.912,13.984,threshold_area_hot,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0835,base,0.006011962890626421,0.007427215576171875,0.0002716064453110789,0.008542633056640625,0.0,0.0,mostly_shaded_low_tail,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0857,base,0.39947662353515484,0.7890586853027344,6.071106719970703,11.51879653930664,2.3440000000000003,2.168,max_only_extreme,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0960,base,2.2548278808593736,2.3789405822753906,0.04856109619140483,0.6052268981933636,67.384,55.2,uniform_hot,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0986,base,2.4492134094238267,3.318237304687493,0.04286956787109375,0.05354766845703267,67.03200000000001,57.144000000000005,uniform_hot,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0037,overhead_as_canopy,11.259847259521482,14.159996032714844,0.6399932861328139,1.2551521301269546,24.744,23.36,threshold_area_hot,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0059,overhead_as_canopy,2.6044174194335965,3.196239471435547,0.037325286865234376,0.21026611328124858,69.24,53.720000000000006,uniform_hot,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0088,overhead_as_canopy,12.731188201904295,15.300094604492188,0.7056503295898423,0.7578132629394545,20.48,17.208000000000002,threshold_area_hot,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0098,overhead_as_canopy,9.325192260742186,11.383796691894524,0.22826995849609516,0.8411514282226549,37.896,33.144,threshold_area_hot,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0115,overhead_as_canopy,6.841619873046874,7.916950225830078,0.507321929931642,0.4711891174316435,45.76,41.391999999999996,threshold_area_hot,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0141,overhead_as_canopy,13.748228454589844,18.18238449096679,1.1996147155761718,1.912994384765625,8.712,7.343999999999999,mixed_cell_upper_tail,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0154,overhead_as_canopy,-0.15264663696289063,-0.008968353271484375,0.142364501953125,14.164757537841798,0.6,0.528,max_only_extreme,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0254,overhead_as_canopy,13.971954345703125,18.992149353027344,1.1416648864746108,1.3282249450683594,10.144,8.927999999999999,mixed_cell_upper_tail,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0301,overhead_as_canopy,10.93934097290039,13.334518432617188,0.0,0.0,36.304,31.552,threshold_area_hot,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0326,overhead_as_canopy,9.979145812988284,11.453178405761726,2.0565986633300755,0.131402587890625,33.064,28.712,threshold_area_hot,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0366,overhead_as_canopy,1.495639038085939,1.7712936401367188,0.14726409912109376,0.513055419921875,66.424,57.872,uniform_hot,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0409,overhead_as_canopy,12.899628448486329,16.661209106445312,0.7488204956054674,2.234214019775391,12.136000000000001,10.616000000000001,threshold_area_hot,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0433,overhead_as_canopy,0.017528533935548297,0.0686950683593821,0.6597503662109375,16.138918304443358,0.8959999999999999,0.6239999999999999,max_only_extreme,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0492,overhead_as_canopy,0.018399810791015624,0.03456878662109375,0.11138153076171875,0.3790931701660156,0.0,0.0,mostly_shaded_low_tail,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0542,overhead_as_canopy,8.879019165039063,18.955142974853516,7.4739433288574215,3.693464660644531,6.8,5.5120000000000005,mixed_cell_upper_tail,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0565,overhead_as_canopy,2.660631561279298,3.0573577880859375,0.02851104736328125,0.04022827148437358,64.688,55.864,uniform_hot,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0575,overhead_as_canopy,10.083025360107422,12.560283660888672,1.1224334716796875,1.0862617492675768,25.663999999999998,20.448,threshold_area_hot,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0627,overhead_as_canopy,4.178878021240237,5.110023498535163,0.14214706420898296,0.23650665283203126,62.11999999999999,51.616,threshold_area_hot,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0676,overhead_as_canopy,11.845601654052734,13.864070892333984,0.9535476684570312,0.41089935302734515,30.544,24.736,threshold_area_hot,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0773,overhead_as_canopy,14.39642562866211,18.334758758544922,2.7207099914550783,0.0,15.912,13.943999999999999,threshold_area_hot,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0835,overhead_as_canopy,0.006011962890626421,0.007427215576171875,0.0002716064453110789,0.008542633056640625,0.0,0.0,mostly_shaded_low_tail,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0857,overhead_as_canopy,0.38910903930664065,0.7762031555175781,6.054236602783203,11.551361846923829,2.3440000000000003,2.16,max_only_extreme,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0960,overhead_as_canopy,2.416789245605467,2.62371826171875,0.055701446533204545,0.7065879821777372,65.6,54.696000000000005,uniform_hot,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
TP_0986,overhead_as_canopy,2.4492134094238267,3.318237304687493,0.04286956787109375,0.05354766845703267,67.03200000000001,57.144000000000005,uniform_hot,"uniform_hot: pct_ge_50>=60 and p90-mean<=4; threshold_area_hot: pct_ge_50>=35 or pct_ge_55>=10; mixed_cell_upper_tail: p90-mean>=5 and max-p95<4; max_only_extreme: max-p95>=4 and pct_ge_55<5; mostly_shaded_low_tail: pct_ge_50<5, pct_ge_55<1, p90-mean<4; otherwise uncertain"
