cell_id,selected_priority_rank,primary_role,secondary_roles,rationale,spatial_bin,typology,nearest_anchor_cell,nearest_neutral_cell,nearest_n150_distance,nearest_n150_distance_percentile,coverage_gap,expected_learning_value,sampling_boundary,claim_boundary
TP_0212,11,typology_gap_fill,spatial_gap_fill|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; commercial in west_south; candidate design only.,west_south,commercial,TP_0857,TP_0301,31.123789124033213,0.9663056558363418,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0460,12,typology_gap_fill,spatial_gap_fill|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; transport in east_south; candidate design only.,east_south,transport,TP_0542,TP_0366,30.71868919951351,0.9638989169675091,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0623,13,typology_gap_fill,spatial_gap_fill|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; residential in west_north; candidate design only.,west_north,residential,TP_0857,TP_0565,30.120087530423575,0.9614921780986763,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0969,14,typology_gap_fill,spatial_gap_fill|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; transport in west_north; candidate design only.,west_north,transport,TP_0542,TP_0676,29.974860511119047,0.9602888086642599,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0651,15,typology_gap_fill,spatial_gap_fill|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; residential in west_north; candidate design only.,west_north,residential,TP_0141,TP_0326,29.76316213111732,0.9578820697954272,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0127,16,typology_gap_fill,spatial_gap_fill|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; transport in west_south; candidate design only.,west_south,transport,TP_0542,TP_0676,28.471338513768284,0.9566787003610109,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0622,17,typology_gap_fill,spatial_gap_fill|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; civic_institutional in west_north; candidate design only.,west_north,civic_institutional,TP_0857,TP_0565,27.64941428618762,0.9542719614921781,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0677,18,typology_gap_fill,spatial_gap_fill|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; residential in west_north; candidate design only.,west_north,residential,TP_0857,TP_0565,27.43190179738947,0.9530685920577617,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0673,19,typology_gap_fill,spatial_gap_fill|neutral_boundary_replication|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; neutral_boundary_like_neighbour; civic_institutional in west_north; candidate design only.,west_north,civic_institutional,TP_0857,TP_0986,26.42837873650356,0.9518652226233454,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space|neutral_boundary_like_neighbour,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0680,20,typology_gap_fill,spatial_gap_fill|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; residential in west_north; candidate design only.,west_north,residential,TP_0857,TP_0326,25.58145762154052,0.950661853188929,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0968,21,typology_gap_fill,spatial_gap_fill|neutral_boundary_replication|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; neutral_boundary_like_neighbour; residential in west_north; candidate design only.,west_north,residential,TP_0141,TP_0676,24.848648413350336,0.9434416365824309,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space|neutral_boundary_like_neighbour,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0793,22,typology_gap_fill,spatial_gap_fill|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; commercial in west_north; candidate design only.,west_north,commercial,TP_0857,TP_0676,24.348373060926775,0.9422382671480144,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0122,23,typology_gap_fill,spatial_gap_fill|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; transport in west_south; candidate design only.,west_south,transport,TP_0542,TP_0676,24.33795545085654,0.941034897713598,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0601,24,typology_gap_fill,spatial_gap_fill|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; civic_institutional in east_north; candidate design only.,east_north,civic_institutional,TP_0141,TP_0565,24.290559286357155,0.9398315282791817,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0153,25,typology_gap_fill,spatial_gap_fill|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; transport in west_south; candidate design only.,west_south,transport,TP_0433,TP_0492,23.932777955728714,0.9386281588447654,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0083,26,typology_gap_fill,spatial_gap_fill|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; transport in east_south; candidate design only.,east_south,transport,TP_0433,TP_0115,23.160581920987312,0.9362214199759326,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0704,27,typology_gap_fill,spatial_gap_fill|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; civic_institutional in west_north; candidate design only.,west_north,civic_institutional,TP_0542,TP_0115,22.954486854366582,0.9350180505415162,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0581,28,typology_gap_fill,spatial_gap_fill|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; residential in west_north; candidate design only.,west_north,residential,TP_0542,TP_0115,22.235965361629454,0.9326113116726835,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0344,29,typology_gap_fill,spatial_gap_fill|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; commercial in east_south; candidate design only.,east_south,commercial,TP_0857,TP_0565,22.028378910091448,0.9314079422382672,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0855,30,typology_gap_fill,spatial_gap_fill|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; residential in west_north; candidate design only.,west_north,residential,TP_0542,TP_0115,22.022244491988687,0.9302045728038508,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0612,31,typology_gap_fill,spatial_gap_fill|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; transport in west_north; candidate design only.,west_north,transport,TP_0542,TP_0115,22.007731183947186,0.9290012033694344,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0090,32,typology_gap_fill,spatial_gap_fill|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; residential in west_south; candidate design only.,west_south,residential,TP_0542,TP_0115,21.264707282690054,0.9265944645006017,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0681,33,typology_gap_fill,spatial_gap_fill|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; residential in west_north; candidate design only.,west_north,residential,TP_0141,TP_0676,21.204483984386936,0.924187725631769,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0610,34,typology_gap_fill,spatial_gap_fill|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; civic_institutional in west_north; candidate design only.,west_north,civic_institutional,TP_0141,TP_0366,20.658938470393466,0.9217809867629362,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0373,35,typology_gap_fill,spatial_gap_fill|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; commercial in east_south; candidate design only.,east_south,commercial,TP_0857,TP_0565,20.596871307924115,0.9205776173285198,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0611,36,typology_gap_fill,spatial_gap_fill|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; transport in west_north; candidate design only.,west_north,transport,TP_0542,TP_0115,20.375371577809265,0.9181708784596871,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0590,37,typology_gap_fill,spatial_gap_fill|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; transport in west_north; candidate design only.,west_north,transport,TP_0542,TP_0115,20.27205000915471,0.9157641395908543,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0171,38,typology_gap_fill,spatial_gap_fill|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; transport in east_south; candidate design only.,east_south,transport,TP_0141,TP_0960,20.128563390115385,0.914560770156438,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0102,39,typology_gap_fill,spatial_gap_fill|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; residential in west_south; candidate design only.,west_south,residential,TP_0542,TP_0115,19.891098537876736,0.910950661853189,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0767,40,typology_gap_fill,spatial_gap_fill|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; residential in west_north; candidate design only.,west_north,residential,TP_0857,TP_0565,19.4117544995782,0.9085439229843562,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0359,41,typology_gap_fill,spatial_gap_fill|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; commercial in west_south; candidate design only.,west_south,commercial,TP_0857,TP_0326,19.16976650077611,0.9073405535499398,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0939,42,typology_gap_fill,spatial_gap_fill|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; transport in west_north; candidate design only.,west_north,transport,TP_0141,TP_0676,19.16341457417087,0.9061371841155235,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0169,43,typology_gap_fill,spatial_gap_fill|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; transport in east_south; candidate design only.,east_south,transport,TP_0141,TP_0676,19.137985342242303,0.9049338146811071,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0649,44,typology_gap_fill,spatial_gap_fill|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; civic_institutional in west_north; candidate design only.,west_north,civic_institutional,TP_0141,TP_0676,19.10141906967809,0.9037304452466908,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0099,45,typology_gap_fill,spatial_gap_fill|sparse_feature_space,typology_gap_fill; weak_spatial_bin; weak_typology_spatial_bin; problem_typology; sparse_feature_space; residential in west_south; candidate design only.,west_south,residential,TP_0542,TP_0115,18.991279638879966,0.901323706377858,weak_spatial_bin|weak_typology_spatial_bin|problem_typology|sparse_feature_space,high_diagnostic_learning_value,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate closure diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
