target,model,split_family,split_name,fold_id,metric,value,split_role
delta_tmrt_p90_c,hist_gradient_boosting_regressor,forcing_day_holdout,holdout_FD02_humid_hot_cloudy_or_diffuse_20260508,2,top10pct_overlap,1.0,main
delta_tmrt_p90_c,hist_gradient_boosting_regressor,forcing_day_holdout,holdout_FD02_humid_hot_cloudy_or_diffuse_20260508,2,top20pct_overlap,0.9,main
delta_tmrt_p90_c,dummy_mean,hour_holdout,leave_h10_out,1,top5_overlap,0.0,main
delta_tmrt_p90_c,dummy_mean,hour_holdout,leave_h10_out,1,top10pct_overlap,0.0,main
delta_tmrt_p90_c,dummy_mean,hour_holdout,leave_h10_out,1,top20pct_overlap,0.2,main
delta_tmrt_p90_c,linear_regression,hour_holdout,leave_h10_out,1,top5_overlap,0.4,main
delta_tmrt_p90_c,linear_regression,hour_holdout,leave_h10_out,1,top10pct_overlap,0.4,main
delta_tmrt_p90_c,linear_regression,hour_holdout,leave_h10_out,1,top20pct_overlap,0.5333333333333333,main
delta_tmrt_p90_c,ridge,hour_holdout,leave_h10_out,1,top5_overlap,0.4,main
delta_tmrt_p90_c,ridge,hour_holdout,leave_h10_out,1,top10pct_overlap,0.4,main
delta_tmrt_p90_c,ridge,hour_holdout,leave_h10_out,1,top20pct_overlap,0.5333333333333333,main
delta_tmrt_p90_c,elasticnet,hour_holdout,leave_h10_out,1,top5_overlap,0.4,main
delta_tmrt_p90_c,elasticnet,hour_holdout,leave_h10_out,1,top10pct_overlap,0.4,main
delta_tmrt_p90_c,elasticnet,hour_holdout,leave_h10_out,1,top20pct_overlap,0.5333333333333333,main
delta_tmrt_p90_c,random_forest_regressor,hour_holdout,leave_h10_out,1,top5_overlap,0.8,main
delta_tmrt_p90_c,random_forest_regressor,hour_holdout,leave_h10_out,1,top10pct_overlap,0.9333333333333333,main
delta_tmrt_p90_c,random_forest_regressor,hour_holdout,leave_h10_out,1,top20pct_overlap,0.8333333333333334,main
delta_tmrt_p90_c,hist_gradient_boosting_regressor,hour_holdout,leave_h10_out,1,top5_overlap,0.8,main
delta_tmrt_p90_c,hist_gradient_boosting_regressor,hour_holdout,leave_h10_out,1,top10pct_overlap,0.9333333333333333,main
delta_tmrt_p90_c,hist_gradient_boosting_regressor,hour_holdout,leave_h10_out,1,top20pct_overlap,0.8666666666666667,main
delta_tmrt_p90_c,dummy_mean,hour_holdout,leave_h12_out,2,top5_overlap,0.0,main
delta_tmrt_p90_c,dummy_mean,hour_holdout,leave_h12_out,2,top10pct_overlap,0.0,main
delta_tmrt_p90_c,dummy_mean,hour_holdout,leave_h12_out,2,top20pct_overlap,0.26666666666666666,main
delta_tmrt_p90_c,linear_regression,hour_holdout,leave_h12_out,2,top5_overlap,0.4,main
delta_tmrt_p90_c,linear_regression,hour_holdout,leave_h12_out,2,top10pct_overlap,0.26666666666666666,main
delta_tmrt_p90_c,linear_regression,hour_holdout,leave_h12_out,2,top20pct_overlap,0.5333333333333333,main
delta_tmrt_p90_c,ridge,hour_holdout,leave_h12_out,2,top5_overlap,0.4,main
delta_tmrt_p90_c,ridge,hour_holdout,leave_h12_out,2,top10pct_overlap,0.26666666666666666,main
delta_tmrt_p90_c,ridge,hour_holdout,leave_h12_out,2,top20pct_overlap,0.5333333333333333,main
delta_tmrt_p90_c,elasticnet,hour_holdout,leave_h12_out,2,top5_overlap,0.4,main
delta_tmrt_p90_c,elasticnet,hour_holdout,leave_h12_out,2,top10pct_overlap,0.26666666666666666,main
delta_tmrt_p90_c,elasticnet,hour_holdout,leave_h12_out,2,top20pct_overlap,0.5333333333333333,main
delta_tmrt_p90_c,random_forest_regressor,hour_holdout,leave_h12_out,2,top5_overlap,1.0,main
delta_tmrt_p90_c,random_forest_regressor,hour_holdout,leave_h12_out,2,top10pct_overlap,0.9333333333333333,main
delta_tmrt_p90_c,random_forest_regressor,hour_holdout,leave_h12_out,2,top20pct_overlap,0.9333333333333333,main
delta_tmrt_p90_c,hist_gradient_boosting_regressor,hour_holdout,leave_h12_out,2,top5_overlap,0.8,main
delta_tmrt_p90_c,hist_gradient_boosting_regressor,hour_holdout,leave_h12_out,2,top10pct_overlap,1.0,main
delta_tmrt_p90_c,hist_gradient_boosting_regressor,hour_holdout,leave_h12_out,2,top20pct_overlap,0.9666666666666667,main
delta_tmrt_p90_c,dummy_mean,hour_holdout,leave_h13_out,3,top5_overlap,0.0,main
delta_tmrt_p90_c,dummy_mean,hour_holdout,leave_h13_out,3,top10pct_overlap,0.0,main
delta_tmrt_p90_c,dummy_mean,hour_holdout,leave_h13_out,3,top20pct_overlap,0.26666666666666666,main
delta_tmrt_p90_c,linear_regression,hour_holdout,leave_h13_out,3,top5_overlap,0.4,main
delta_tmrt_p90_c,linear_regression,hour_holdout,leave_h13_out,3,top10pct_overlap,0.26666666666666666,main
delta_tmrt_p90_c,linear_regression,hour_holdout,leave_h13_out,3,top20pct_overlap,0.5333333333333333,main
delta_tmrt_p90_c,ridge,hour_holdout,leave_h13_out,3,top5_overlap,0.4,main
delta_tmrt_p90_c,ridge,hour_holdout,leave_h13_out,3,top10pct_overlap,0.26666666666666666,main
delta_tmrt_p90_c,ridge,hour_holdout,leave_h13_out,3,top20pct_overlap,0.5333333333333333,main
delta_tmrt_p90_c,elasticnet,hour_holdout,leave_h13_out,3,top5_overlap,0.4,main
delta_tmrt_p90_c,elasticnet,hour_holdout,leave_h13_out,3,top10pct_overlap,0.26666666666666666,main
delta_tmrt_p90_c,elasticnet,hour_holdout,leave_h13_out,3,top20pct_overlap,0.5666666666666667,main
delta_tmrt_p90_c,random_forest_regressor,hour_holdout,leave_h13_out,3,top5_overlap,1.0,main
delta_tmrt_p90_c,random_forest_regressor,hour_holdout,leave_h13_out,3,top10pct_overlap,0.9333333333333333,main
delta_tmrt_p90_c,random_forest_regressor,hour_holdout,leave_h13_out,3,top20pct_overlap,0.9333333333333333,main
delta_tmrt_p90_c,hist_gradient_boosting_regressor,hour_holdout,leave_h13_out,3,top5_overlap,0.8,main
delta_tmrt_p90_c,hist_gradient_boosting_regressor,hour_holdout,leave_h13_out,3,top10pct_overlap,1.0,main
delta_tmrt_p90_c,hist_gradient_boosting_regressor,hour_holdout,leave_h13_out,3,top20pct_overlap,0.9666666666666667,main
delta_tmrt_p90_c,dummy_mean,hour_holdout,leave_h15_out,4,top5_overlap,0.0,main
delta_tmrt_p90_c,dummy_mean,hour_holdout,leave_h15_out,4,top10pct_overlap,0.0,main
delta_tmrt_p90_c,dummy_mean,hour_holdout,leave_h15_out,4,top20pct_overlap,0.23333333333333334,main
delta_tmrt_p90_c,linear_regression,hour_holdout,leave_h15_out,4,top5_overlap,0.4,main
delta_tmrt_p90_c,linear_regression,hour_holdout,leave_h15_out,4,top10pct_overlap,0.3333333333333333,main
delta_tmrt_p90_c,linear_regression,hour_holdout,leave_h15_out,4,top20pct_overlap,0.5666666666666667,main
delta_tmrt_p90_c,ridge,hour_holdout,leave_h15_out,4,top5_overlap,0.4,main
delta_tmrt_p90_c,ridge,hour_holdout,leave_h15_out,4,top10pct_overlap,0.3333333333333333,main
delta_tmrt_p90_c,ridge,hour_holdout,leave_h15_out,4,top20pct_overlap,0.5666666666666667,main
delta_tmrt_p90_c,elasticnet,hour_holdout,leave_h15_out,4,top5_overlap,0.4,main
delta_tmrt_p90_c,elasticnet,hour_holdout,leave_h15_out,4,top10pct_overlap,0.3333333333333333,main
delta_tmrt_p90_c,elasticnet,hour_holdout,leave_h15_out,4,top20pct_overlap,0.5666666666666667,main
delta_tmrt_p90_c,random_forest_regressor,hour_holdout,leave_h15_out,4,top5_overlap,0.8,main
delta_tmrt_p90_c,random_forest_regressor,hour_holdout,leave_h15_out,4,top10pct_overlap,0.9333333333333333,main
delta_tmrt_p90_c,random_forest_regressor,hour_holdout,leave_h15_out,4,top20pct_overlap,0.9666666666666667,main
delta_tmrt_p90_c,hist_gradient_boosting_regressor,hour_holdout,leave_h15_out,4,top5_overlap,1.0,main
delta_tmrt_p90_c,hist_gradient_boosting_regressor,hour_holdout,leave_h15_out,4,top10pct_overlap,0.9333333333333333,main
delta_tmrt_p90_c,hist_gradient_boosting_regressor,hour_holdout,leave_h15_out,4,top20pct_overlap,0.9666666666666667,main
delta_tmrt_p90_c,dummy_mean,hour_holdout,leave_h16_out,5,top5_overlap,0.0,main
delta_tmrt_p90_c,dummy_mean,hour_holdout,leave_h16_out,5,top10pct_overlap,0.0,main
delta_tmrt_p90_c,dummy_mean,hour_holdout,leave_h16_out,5,top20pct_overlap,0.2,main
delta_tmrt_p90_c,linear_regression,hour_holdout,leave_h16_out,5,top5_overlap,0.4,main
delta_tmrt_p90_c,linear_regression,hour_holdout,leave_h16_out,5,top10pct_overlap,0.3333333333333333,main
delta_tmrt_p90_c,linear_regression,hour_holdout,leave_h16_out,5,top20pct_overlap,0.5333333333333333,main
delta_tmrt_p90_c,ridge,hour_holdout,leave_h16_out,5,top5_overlap,0.4,main
delta_tmrt_p90_c,ridge,hour_holdout,leave_h16_out,5,top10pct_overlap,0.3333333333333333,main
delta_tmrt_p90_c,ridge,hour_holdout,leave_h16_out,5,top20pct_overlap,0.5333333333333333,main
delta_tmrt_p90_c,elasticnet,hour_holdout,leave_h16_out,5,top5_overlap,0.4,main
delta_tmrt_p90_c,elasticnet,hour_holdout,leave_h16_out,5,top10pct_overlap,0.3333333333333333,main
delta_tmrt_p90_c,elasticnet,hour_holdout,leave_h16_out,5,top20pct_overlap,0.5333333333333333,main
delta_tmrt_p90_c,random_forest_regressor,hour_holdout,leave_h16_out,5,top5_overlap,0.8,main
delta_tmrt_p90_c,random_forest_regressor,hour_holdout,leave_h16_out,5,top10pct_overlap,0.9333333333333333,main
delta_tmrt_p90_c,random_forest_regressor,hour_holdout,leave_h16_out,5,top20pct_overlap,0.9,main
delta_tmrt_p90_c,hist_gradient_boosting_regressor,hour_holdout,leave_h16_out,5,top5_overlap,0.8,main
delta_tmrt_p90_c,hist_gradient_boosting_regressor,hour_holdout,leave_h16_out,5,top10pct_overlap,0.9333333333333333,main
delta_tmrt_p90_c,hist_gradient_boosting_regressor,hour_holdout,leave_h16_out,5,top20pct_overlap,0.9,main
delta_tmrt_p90_c,dummy_mean,random_split,random_row_diagnostic,1,top5_overlap,0.0,diagnostic_only
delta_tmrt_p90_c,dummy_mean,random_split,random_row_diagnostic,1,top10pct_overlap,0.0,diagnostic_only
delta_tmrt_p90_c,dummy_mean,random_split,random_row_diagnostic,1,top20pct_overlap,0.25925925925925924,diagnostic_only
delta_tmrt_p90_c,linear_regression,random_split,random_row_diagnostic,1,top5_overlap,0.2,diagnostic_only
delta_tmrt_p90_c,linear_regression,random_split,random_row_diagnostic,1,top10pct_overlap,0.42857142857142855,diagnostic_only
delta_tmrt_p90_c,linear_regression,random_split,random_row_diagnostic,1,top20pct_overlap,0.5925925925925926,diagnostic_only
delta_tmrt_p90_c,ridge,random_split,random_row_diagnostic,1,top5_overlap,0.2,diagnostic_only
delta_tmrt_p90_c,ridge,random_split,random_row_diagnostic,1,top10pct_overlap,0.42857142857142855,diagnostic_only
delta_tmrt_p90_c,ridge,random_split,random_row_diagnostic,1,top20pct_overlap,0.5925925925925926,diagnostic_only
delta_tmrt_p90_c,elasticnet,random_split,random_row_diagnostic,1,top5_overlap,0.2,diagnostic_only
delta_tmrt_p90_c,elasticnet,random_split,random_row_diagnostic,1,top10pct_overlap,0.42857142857142855,diagnostic_only
delta_tmrt_p90_c,elasticnet,random_split,random_row_diagnostic,1,top20pct_overlap,0.5925925925925926,diagnostic_only
delta_tmrt_p90_c,random_forest_regressor,random_split,random_row_diagnostic,1,top5_overlap,0.6,diagnostic_only
delta_tmrt_p90_c,random_forest_regressor,random_split,random_row_diagnostic,1,top10pct_overlap,0.7857142857142857,diagnostic_only
delta_tmrt_p90_c,random_forest_regressor,random_split,random_row_diagnostic,1,top20pct_overlap,0.8888888888888888,diagnostic_only
delta_tmrt_p90_c,hist_gradient_boosting_regressor,random_split,random_row_diagnostic,1,top5_overlap,0.6,diagnostic_only
delta_tmrt_p90_c,hist_gradient_boosting_regressor,random_split,random_row_diagnostic,1,top10pct_overlap,0.7857142857142857,diagnostic_only
delta_tmrt_p90_c,hist_gradient_boosting_regressor,random_split,random_row_diagnostic,1,top20pct_overlap,0.9259259259259259,diagnostic_only
delta_tmrt_p90_c,dummy_mean,spatial_holdout,spatial_east_north,1,top5_overlap,0.0,main
