cell_id,hour_sgt,scenario,fd01_forcing_day_id,fd02_forcing_day_id,contrast_direction,mean_difference_c,p50_difference_c,p90_difference_c,p95_difference_c,max_difference_c,notes
TP_0037,10,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-10.784873,-6.812608,-17.254004,-17.588094,-16.713930,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0059,13,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.824353,-3.715732,-3.230795,-3.192261,-3.009247,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0059,15,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-14.920491,-16.573578,-16.501331,-16.513340,-16.427551,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0059,15,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-12.808001,-16.365536,-16.511495,-16.491592,-16.427551,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0059,16,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-3.780904,-4.164168,-4.176716,-4.178878,-4.181312,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0059,16,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-3.330606,-4.049100,-4.169826,-4.168848,-4.181312,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0088,10,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-14.515598,-17.229002,-17.651219,-17.678773,-17.054028,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0088,10,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-11.992648,-14.222711,-17.540802,-17.580719,-17.054028,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0088,12,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-7.998856,-9.607620,-9.111961,-9.070323,-8.923867,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0088,12,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-6.830941,-10.378449,-9.192828,-9.132853,-8.858067,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0088,13,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.861018,-3.461121,-3.182907,-3.152801,-3.031647,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0088,13,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.431743,-3.996549,-3.222438,-3.188165,-3.031647,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0088,15,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-13.833982,-16.540804,-16.489995,-16.497787,-16.434418,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0088,15,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-11.095029,-15.193632,-16.478147,-16.531323,-16.434418,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0088,16,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-3.579087,-4.134510,-4.167903,-4.176991,-4.179428,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0088,16,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.998929,-3.627081,-4.156540,-4.176186,-4.179428,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0098,10,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-9.926289,-6.411490,-16.829424,-17.290068,-16.911143,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0098,10,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-9.617026,-6.298387,-16.531421,-17.277082,-16.911143,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0098,12,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-6.051931,-3.602531,-10.310343,-9.655701,-8.850365,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0098,12,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-5.888107,-3.494245,-10.445103,-9.581225,-8.818848,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0098,13,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.208664,-1.200207,-3.865091,-3.461009,-3.009209,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0098,13,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.150242,-1.166151,-3.868824,-3.460920,-3.009209,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0098,15,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-9.006520,-5.639658,-16.490448,-16.565438,-16.428394,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0098,15,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-8.698945,-5.468996,-16.419488,-16.565438,-16.428394,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0098,16,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.518868,-1.954827,-4.060625,-4.155812,-4.181518,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0098,16,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.457397,-1.919543,-4.034216,-4.155812,-4.181518,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0115,10,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-13.141851,-15.900716,-17.670185,-17.774031,-16.871656,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0115,10,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-13.141851,-15.900716,-17.670185,-17.774031,-16.871656,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0115,12,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-7.810585,-10.444540,-9.165749,-8.903016,-8.866818,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0115,12,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-7.810585,-10.444540,-9.165749,-8.903016,-8.866818,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0115,13,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.826589,-3.954979,-3.200741,-3.053460,-3.009201,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0115,13,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.826589,-3.954979,-3.200741,-3.053460,-3.009201,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0115,15,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-12.411698,-16.053019,-16.455497,-16.436343,-16.429783,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0115,15,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-12.411698,-16.053019,-16.455497,-16.436343,-16.429783,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0115,16,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-3.215962,-3.890772,-4.162161,-4.175600,-4.181862,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0115,16,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-3.215962,-3.890772,-4.162161,-4.175600,-4.181862,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0141,10,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-10.236866,-6.459455,-17.437443,-17.591470,-16.346357,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0141,10,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-9.533163,-6.333654,-16.783848,-17.505237,-16.338800,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0141,12,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-5.612435,-3.486362,-9.344169,-9.220869,-8.982674,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0141,12,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-5.303958,-3.202883,-9.622061,-9.261811,-8.993458,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0141,13,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-1.916902,-1.124459,-3.313028,-3.241043,-3.099575,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0141,13,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-1.819923,-0.940510,-3.480856,-3.265139,-3.107922,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0141,15,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-8.942476,-4.870403,-16.403930,-16.423708,-16.422203,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0141,15,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-8.255174,-4.585126,-16.214175,-16.396516,-16.422203,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0141,16,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.570761,-1.817102,-4.121457,-4.144097,-4.167697,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0141,16,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.425559,-1.733684,-4.052141,-4.132791,-4.167697,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0154,10,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-8.088863,-5.800455,-15.659428,-16.495093,-17.525226,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0154,10,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-7.934591,-5.774595,-15.540009,-16.485803,-17.525226,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0154,12,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-4.320642,-2.465076,-10.219689,-10.124411,-8.876061,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0154,12,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-4.184435,-2.427995,-10.167975,-10.142326,-8.876061,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0154,13,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-1.399975,-0.714720,-3.900784,-3.875521,-3.042652,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0154,13,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-1.353369,-0.691319,-3.861599,-3.863944,-3.042652,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0154,15,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-6.870786,-3.831747,-15.849405,-16.227482,-16.423420,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0154,15,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-6.617236,-3.789995,-15.652167,-16.252251,-16.423420,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0154,16,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.182611,-1.646400,-3.880171,-4.019329,-4.175067,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0154,16,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.134345,-1.638226,-3.832845,-4.017139,-4.175067,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0254,10,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-9.939916,-6.246414,-16.733943,-17.542583,-16.749039,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0254,10,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-9.742029,-6.168172,-16.625553,-17.525601,-16.711125,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0254,12,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-6.023832,-3.506929,-10.067984,-9.316206,-8.834469,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0254,12,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-5.944345,-3.430758,-10.108605,-9.334923,-8.881264,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0254,13,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.206447,-1.151871,-3.685406,-3.309239,-3.009045,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0254,13,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.181172,-1.202898,-3.699363,-3.305499,-3.020687,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0254,15,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-9.166823,-5.737144,-16.659762,-16.570331,-16.429397,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0254,15,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-9.036003,-5.452326,-16.650146,-16.571774,-16.428417,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0254,16,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.572298,-1.994718,-4.127604,-4.160442,-4.181774,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0254,16,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.546532,-1.900696,-4.112830,-4.167534,-4.179714,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0301,10,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-10.967594,-6.716187,-17.751673,-17.804597,-17.050172,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0301,10,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-10.965066,-6.715923,-17.751673,-17.804597,-17.050172,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0301,12,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-7.441934,-11.633590,-9.018029,-8.818656,-9.250930,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0301,12,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-7.441283,-11.631359,-9.018029,-8.818656,-9.250930,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0301,13,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.930190,-4.749035,-3.129558,-3.008991,-3.008991,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0301,13,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.930137,-4.747614,-3.129558,-3.008991,-3.008991,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0301,15,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-10.238073,-6.835383,-16.491970,-16.428540,-16.428540,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0301,15,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-10.237797,-6.872711,-16.491970,-16.428540,-16.428540,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0301,16,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.750701,-2.123948,-4.178635,-4.181568,-4.181568,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0301,16,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.750588,-2.126266,-4.178635,-4.181568,-4.181568,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0326,10,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-10.478106,-6.549673,-16.655616,-17.738913,-17.548782,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0326,10,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-10.462626,-6.538721,-16.652650,-17.738913,-17.548782,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0326,12,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-7.183769,-11.123964,-10.656755,-8.964805,-8.828315,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0326,12,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-7.173025,-11.121952,-10.656755,-8.964805,-8.828315,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0326,13,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.682949,-4.548038,-4.033095,-3.072417,-3.008965,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0326,13,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.678442,-4.557354,-4.033095,-3.072417,-3.008965,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0326,15,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-10.169956,-7.145909,-16.779087,-16.458840,-16.428234,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0326,15,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-10.152383,-7.106295,-16.779087,-16.458840,-16.428234,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0326,16,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.665202,-2.125565,-4.114717,-4.178833,-4.181496,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0326,16,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.660982,-2.131651,-4.114717,-4.178833,-4.181496,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0366,10,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-12.149696,-14.923286,-17.625271,-17.723844,-16.607475,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0366,10,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-12.086558,-14.873805,-17.620091,-17.723844,-16.607475,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0366,12,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-7.425463,-10.887100,-9.225805,-9.084026,-8.870747,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0366,12,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-7.397722,-10.908875,-9.237792,-9.084026,-8.870747,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0366,13,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.731010,-4.308800,-3.232506,-3.146156,-3.008926,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0366,13,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.720593,-4.335216,-3.236805,-3.146156,-3.008926,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0366,15,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-11.436366,-15.598478,-16.493206,-16.460296,-16.429154,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0366,15,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-11.357877,-15.533903,-16.495800,-16.460296,-16.429154,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0366,16,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-3.024251,-3.656256,-4.165070,-4.169682,-4.181724,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0366,16,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-3.008585,-3.630449,-4.161964,-4.169682,-4.181724,FD02 - FD01 Tmrt contrast; not WBGT.
