input_group,input_key,configured_value,resolved_path,path_kind,exists,is_file,is_dir,size_bytes,metadata_error,read_status,row_count,column_count,columns,read_error,guardrail_status,notes,claim_boundary
inputs,f5_config,configs/v12/systemb_b85_f5_n150_multiforcing.yaml,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/configs/v12/systemb_b85_f5_n150_multiforcing.yaml,absolute,yes,yes,no,7126,,READABLE_TEXT,148,,,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
inputs,f5_manifest,outputs/v12_surrogate/b8_5_f5_n150_multiforcing/b85_f5_n150_manifest.csv,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/outputs/v12_surrogate/b8_5_f5_n150_multiforcing/b85_f5_n150_manifest.csv,absolute,yes,yes,no,3085147,,READABLE_CSV,3000,23,run_id|cell_id|selection_rank|selection_status|selection_tier|typology_label|primary_sampling_stratum|n24_f4_context_roles|n150_legacy_single_forcing_label_present|forcing_day_id|date|hour_sgt|scenario|expected_output_group|expected_output_dir|expected_tmrt_path|expected_output_paths|input_asset_root|source_selected_cells_path|source_sampling_feature_matrix_path|legacy_single_forcing_context_path|qgis_solweig_executed_by_codex|claim_boundary,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
inputs,f5_pre_execution_asset_check,outputs/v12_surrogate/b8_5_f5_n150_multiforcing/b85_f5_pre_execution_asset_check.csv,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/outputs/v12_surrogate/b8_5_f5_n150_multiforcing/b85_f5_pre_execution_asset_check.csv,absolute,yes,yes,no,774243,,READABLE_CSV,3000,17,run_id|cell_id|forcing_day_id|date|hour_sgt|scenario|cell_geometry_ready|raster_tiles_ready|svf_ready|met_forcing_ready|output_root_ready|qgis_manual_check_status|expected_output_path_outside_git|run_ready|pre_execution_status|blockers|notes,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
inputs,f5_postrun_validation,outputs/v12_surrogate/b8_5_f5_n150_multiforcing/b85_f5_postrun_validation.csv,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/outputs/v12_surrogate/b8_5_f5_n150_multiforcing/b85_f5_postrun_validation.csv,absolute,yes,yes,no,931671,,READABLE_CSV,3000,14,run_id|cell_id|forcing_day_id|hour_sgt|scenario|phase|postrun_status|run_log_exists|run_log_status|expected_tmrt_path|file_exists|file_size_bytes|validation_status|notes,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
inputs,f5_label_merge_plan,outputs/v12_surrogate/b8_5_f5_n150_multiforcing/b85_f5_label_merge_plan.csv,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/outputs/v12_surrogate/b8_5_f5_n150_multiforcing/b85_f5_label_merge_plan.csv,absolute,yes,yes,no,818,,READABLE_CSV,3,6,artifact|status|source|output|expected_rows|notes,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
inputs,f5_raster_inventory,outputs/v12_surrogate/b8_5_f5_n150_multiforcing/b85_f5_raster_inventory.csv,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/outputs/v12_surrogate/b8_5_f5_n150_multiforcing/b85_f5_raster_inventory.csv,absolute,yes,yes,no,1183716,,READABLE_CSV,3000,22,run_id|cell_id|forcing_day_id|date|hour_sgt|scenario|raster_path|exists|file_size_bytes|crs|width|height|shape|pixel_count|transform|nodata|dtype|band_count|opened_for_qa|copied_or_written|raster_backend|open_error,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
inputs,f3a_status,outputs/v12_surrogate/b8_5_f3a_microbatch/B8_5_F3A_STATUS.md,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/outputs/v12_surrogate/b8_5_f3a_microbatch/B8_5_F3A_STATUS.md,absolute,yes,yes,no,2484,,READABLE_TEXT,54,,,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
inputs,f3a_config,configs/v12/systemb_b85_f3a_microbatch_execution.yaml,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/configs/v12/systemb_b85_f3a_microbatch_execution.yaml,absolute,yes,yes,no,4072,,READABLE_TEXT,99,,,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
inputs,f3a_manifest,outputs/v12_surrogate/b8_5_f3a_microbatch/b85_f3a_microbatch_manifest.csv,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/outputs/v12_surrogate/b8_5_f3a_microbatch/b85_f3a_microbatch_manifest.csv,absolute,yes,yes,no,3244,,READABLE_CSV,4,13,run_id|cell_id|forcing_day_id|date|hour_sgt|scenario|expected_output_group|expected_output_dir|expected_tmrt_path|expected_output_paths|source_f2d_run_id|source_f2d_expected_output_dir|qgis_solweig_executed,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
inputs,f3b_status,outputs/v12_surrogate/b8_5_f3b_onecell/B8_5_F3B_STATUS.md,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/outputs/v12_surrogate/b8_5_f3b_onecell/B8_5_F3B_STATUS.md,absolute,yes,yes,no,3463,,READABLE_TEXT,68,,,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
inputs,f3b_config,configs/v12/systemb_b85_f3b_onecell_fullslice.yaml,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/configs/v12/systemb_b85_f3b_onecell_fullslice.yaml,absolute,yes,yes,no,5082,,READABLE_TEXT,125,,,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
inputs,f3b_manifest,outputs/v12_surrogate/b8_5_f3b_onecell/b85_f3b_onecell_manifest.csv,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/outputs/v12_surrogate/b8_5_f3b_onecell/b85_f3b_onecell_manifest.csv,absolute,yes,yes,no,15121,,READABLE_CSV,20,15,run_id|cell_id|forcing_day_id|date|hour_sgt|scenario|expected_output_group|expected_output_dir|expected_tmrt_path|expected_output_paths|source_f2d_run_id|source_f0_run_id|source_f0_status|source_f0_solweig_execute_now|qgis_solweig_executed,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
inputs,f3c_status,outputs/v12_surrogate/b8_5_f3c_n24/B8_5_F3C_STATUS.md,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/outputs/v12_surrogate/b8_5_f3c_n24/B8_5_F3C_STATUS.md,absolute,yes,yes,no,3778,,READABLE_TEXT,73,,,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
inputs,f3c_config,configs/v12/systemb_b85_f3c_n24_full_execution.yaml,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/configs/v12/systemb_b85_f3c_n24_full_execution.yaml,absolute,yes,yes,no,5544,,READABLE_TEXT,144,,,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
inputs,f3c_manifest,outputs/v12_surrogate/b8_5_f3c_n24/b85_f3c_n24_manifest.csv,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/outputs/v12_surrogate/b8_5_f3c_n24/b85_f3c_n24_manifest.csv,absolute,yes,yes,no,412635,,READABLE_CSV,480,17,run_id|cell_id|forcing_day_id|date|hour_sgt|scenario|expected_output_group|expected_output_dir|expected_tmrt_path|expected_output_paths|source_f2d_run_id|source_f2d_expected_output_group|source_f0_run_id|source_f0_expected_output_group|source_f0_status|source_f0_solweig_execute_now|qgis_solweig_executed_by_codex,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
inputs,f3c_pairwise_label,outputs/v12_surrogate/b8_5_f3c_n24/b85_f3c_pairwise_delta_by_cell_hour.csv,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/outputs/v12_surrogate/b8_5_f3c_n24/b85_f3c_pairwise_delta_by_cell_hour.csv,absolute,yes,yes,no,52140,,READABLE_CSV,240,13,cell_id|forcing_day_id|hour_sgt|base_tmrt_p90_c|overhead_tmrt_p90_c|delta_tmrt_mean_c|delta_tmrt_p50_c|delta_tmrt_p90_c|delta_tmrt_p95_c|delta_tmrt_max_c|within_slice_rank|rank_direction|notes,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
inputs,f4_status,outputs/v12_surrogate/b8_5_f4_n24_decision/B8_5_F4_STATUS.md,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/outputs/v12_surrogate/b8_5_f4_n24_decision/B8_5_F4_STATUS.md,absolute,yes,yes,no,3077,,READABLE_TEXT,74,,,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
inputs,f2b_asset_remap_table,outputs/v12_surrogate/b8_5_f2b_asset_recovery/b85_f2b_asset_remap_table.csv,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/outputs/v12_surrogate/b8_5_f2b_asset_recovery/b85_f2b_asset_remap_table.csv,absolute,yes,yes,no,66154,,READABLE_CSV,224,10,asset_type|logical_name|original_expected_path|selected_root_alias|selected_relative_path|selected_path_exists|remap_status|commit_safe|can_use_for_manual_execution|notes,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
inputs,f2d_asset_status,outputs/v12_surrogate/b8_5_f2d_readiness_final/b85_f2d_asset_status.csv,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/outputs/v12_surrogate/b8_5_f2d_readiness_final/b85_f2d_asset_status.csv,absolute,yes,yes,no,119601,,READABLE_CSV,229,19,asset_type|logical_name|forcing_day_id|hour_sgt|cell_id|scenario|source|selected_root_alias|expected_path|selected_relative_path|resolved_path|exists|sha256_expected|sha256_actual|sha256_match|asset_ready|used_in_run_readiness|forbidden_asset_opened_or_copied|notes,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
inputs,f1_config,configs/v12/systemb_b85_f1_execution_package.yaml,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/configs/v12/systemb_b85_f1_execution_package.yaml,absolute,yes,yes,no,5455,,READABLE_TEXT,124,,,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
inputs,n24_execution_config,configs/v12/v12_solweig_n24_execution_config.example.json,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/configs/v12/v12_solweig_n24_execution_config.example.json,absolute,yes,yes,no,2068,,READABLE_TEXT,52,,,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
inputs,n150_execution_config,configs/v12/v12_solweig_n150_execution_config.example.json,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/configs/v12/v12_solweig_n150_execution_config.example.json,absolute,yes,yes,no,2889,,READABLE_TEXT,81,,,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
inputs,v12_typology_config,configs/v12/v12_solweig_typology_config.example.json,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/configs/v12/v12_solweig_typology_config.example.json,absolute,yes,yes,no,4666,,READABLE_TEXT,156,,,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
inputs,b87b_config,configs/v12/systemb_b87b_n300_execution_precheck.yaml,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/configs/v12/systemb_b87b_n300_execution_precheck.yaml,absolute,yes,yes,no,3559,,READABLE_TEXT,64,,,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
inputs,b87b_status,outputs/v12_surrogate/b8_7b_n300_execution_precheck/B8_7B_STATUS.md,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/outputs/v12_surrogate/b8_7b_n300_execution_precheck/B8_7B_STATUS.md,absolute,yes,yes,no,4685,,READABLE_TEXT,75,,,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
inputs,b87b_report,outputs/v12_surrogate/b8_7b_n300_execution_precheck/b87b_report.md,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/outputs/v12_surrogate/b8_7b_n300_execution_precheck/b87b_report.md,absolute,yes,yes,no,6158,,READABLE_TEXT,105,,,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
