cell_id,scenario,asset_folder,dsm_path,cdsm_path,dem_path,wall_height_path,wall_aspect_path,svf_path_or_zip,asset_plan_status,svf_rule,claim_boundary
TP_0972,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0972,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0972/dsm_buildings_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0972/dsm_vegetation_tile_base.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0972/dsm_dem_flat_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0972/wall_height.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0972/wall_aspect.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0972/svf_base/svfs.zip,LOCAL_ONLY_PLANNED,scenario_specific_svfs_zip_required,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0650,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0650,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0650/dsm_buildings_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0650/dsm_vegetation_tile_overhead_as_canopy.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0650/dsm_dem_flat_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0650/wall_height.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0650/wall_aspect.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0650/svf_overhead_as_canopy/svfs.zip,LOCAL_ONLY_PLANNED,scenario_specific_svfs_zip_required,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0410,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0410,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0410/dsm_buildings_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0410/dsm_vegetation_tile_base.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0410/dsm_dem_flat_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0410/wall_height.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0410/wall_aspect.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0410/svf_base/svfs.zip,LOCAL_ONLY_PLANNED,scenario_specific_svfs_zip_required,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0410,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0410,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0410/dsm_buildings_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0410/dsm_vegetation_tile_overhead_as_canopy.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0410/dsm_dem_flat_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0410/wall_height.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0410/wall_aspect.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0410/svf_overhead_as_canopy/svfs.zip,LOCAL_ONLY_PLANNED,scenario_specific_svfs_zip_required,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0674,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0674,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0674/dsm_buildings_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0674/dsm_vegetation_tile_base.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0674/dsm_dem_flat_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0674/wall_height.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0674/wall_aspect.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0674/svf_base/svfs.zip,LOCAL_ONLY_PLANNED,scenario_specific_svfs_zip_required,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0674,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0674,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0674/dsm_buildings_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0674/dsm_vegetation_tile_overhead_as_canopy.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0674/dsm_dem_flat_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0674/wall_height.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0674/wall_aspect.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0674/svf_overhead_as_canopy/svfs.zip,LOCAL_ONLY_PLANNED,scenario_specific_svfs_zip_required,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0851,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0851,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0851/dsm_buildings_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0851/dsm_vegetation_tile_base.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0851/dsm_dem_flat_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0851/wall_height.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0851/wall_aspect.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0851/svf_base/svfs.zip,LOCAL_ONLY_PLANNED,scenario_specific_svfs_zip_required,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0851,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0851,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0851/dsm_buildings_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0851/dsm_vegetation_tile_overhead_as_canopy.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0851/dsm_dem_flat_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0851/wall_height.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0851/wall_aspect.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0851/svf_overhead_as_canopy/svfs.zip,LOCAL_ONLY_PLANNED,scenario_specific_svfs_zip_required,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0168,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0168,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0168/dsm_buildings_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0168/dsm_vegetation_tile_base.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0168/dsm_dem_flat_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0168/wall_height.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0168/wall_aspect.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0168/svf_base/svfs.zip,LOCAL_ONLY_PLANNED,scenario_specific_svfs_zip_required,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0168,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0168,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0168/dsm_buildings_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0168/dsm_vegetation_tile_overhead_as_canopy.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0168/dsm_dem_flat_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0168/wall_height.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0168/wall_aspect.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0168/svf_overhead_as_canopy/svfs.zip,LOCAL_ONLY_PLANNED,scenario_specific_svfs_zip_required,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0212,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0212,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0212/dsm_buildings_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0212/dsm_vegetation_tile_base.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0212/dsm_dem_flat_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0212/wall_height.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0212/wall_aspect.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0212/svf_base/svfs.zip,LOCAL_ONLY_PLANNED,scenario_specific_svfs_zip_required,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0212,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0212,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0212/dsm_buildings_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0212/dsm_vegetation_tile_overhead_as_canopy.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0212/dsm_dem_flat_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0212/wall_height.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0212/wall_aspect.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0212/svf_overhead_as_canopy/svfs.zip,LOCAL_ONLY_PLANNED,scenario_specific_svfs_zip_required,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0460,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0460,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0460/dsm_buildings_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0460/dsm_vegetation_tile_base.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0460/dsm_dem_flat_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0460/wall_height.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0460/wall_aspect.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0460/svf_base/svfs.zip,LOCAL_ONLY_PLANNED,scenario_specific_svfs_zip_required,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0460,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0460,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0460/dsm_buildings_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0460/dsm_vegetation_tile_overhead_as_canopy.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0460/dsm_dem_flat_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0460/wall_height.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0460/wall_aspect.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0460/svf_overhead_as_canopy/svfs.zip,LOCAL_ONLY_PLANNED,scenario_specific_svfs_zip_required,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0623,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0623,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0623/dsm_buildings_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0623/dsm_vegetation_tile_base.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0623/dsm_dem_flat_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0623/wall_height.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0623/wall_aspect.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0623/svf_base/svfs.zip,LOCAL_ONLY_PLANNED,scenario_specific_svfs_zip_required,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0623,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0623,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0623/dsm_buildings_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0623/dsm_vegetation_tile_overhead_as_canopy.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0623/dsm_dem_flat_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0623/wall_height.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0623/wall_aspect.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0623/svf_overhead_as_canopy/svfs.zip,LOCAL_ONLY_PLANNED,scenario_specific_svfs_zip_required,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0969,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0969,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0969/dsm_buildings_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0969/dsm_vegetation_tile_base.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0969/dsm_dem_flat_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0969/wall_height.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0969/wall_aspect.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0969/svf_base/svfs.zip,LOCAL_ONLY_PLANNED,scenario_specific_svfs_zip_required,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0969,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0969,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0969/dsm_buildings_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0969/dsm_vegetation_tile_overhead_as_canopy.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0969/dsm_dem_flat_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0969/wall_height.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0969/wall_aspect.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0969/svf_overhead_as_canopy/svfs.zip,LOCAL_ONLY_PLANNED,scenario_specific_svfs_zip_required,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0651,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0651,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0651/dsm_buildings_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0651/dsm_vegetation_tile_base.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0651/dsm_dem_flat_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0651/wall_height.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0651/wall_aspect.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0651/svf_base/svfs.zip,LOCAL_ONLY_PLANNED,scenario_specific_svfs_zip_required,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0651,overhead_as_canopy,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0651,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0651/dsm_buildings_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0651/dsm_vegetation_tile_overhead_as_canopy.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0651/dsm_dem_flat_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0651/wall_height.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0651/wall_aspect.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0651/svf_overhead_as_canopy/svfs.zip,LOCAL_ONLY_PLANNED,scenario_specific_svfs_zip_required,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
TP_0127,base,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0127,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0127/dsm_buildings_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0127/dsm_vegetation_tile_base.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0127/dsm_dem_flat_tile.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0127/wall_height.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0127/wall_aspect.tif,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0127/svf_base/svfs.zip,LOCAL_ONLY_PLANNED,scenario_specific_svfs_zip_required,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
